,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1590,Viña,98974,Palmeiras,LAT,9.1,2.1,Sport,mandante,4.653846153846154,6.876923076923077
1591,Matheus Peixoto,87098,Juventude,ATA,7.7142857142857135,5.319999999999999,Ceará,mandante,5.541666666666667,6.62797619047619
1592,Ricardo Bueno,69141,Juventude,ATA,7.6,8.625,Ceará,mandante,5.541666666666667,6.570833333333333
1593,Hulk,39148,Atlético-MG,ATA,8.75,5.671428571428571,Cuiabá,mandante,4.153846153846154,6.451923076923077
1594,Rodallega,74034,Bahia,ATA,10.45,0.28333333333333327,Chapecoense,mandante,2.269230769230769,6.359615384615385
1595,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,Corinthians,mandante,4.107142857142857,6.203571428571429
1596,Daniel Guedes ,88225,Fortaleza,LAT,9.2,0.2,Athlético-PR,mandante,3.0,6.1
1597,Raphael Veiga,94509,Palmeiras,MEI,6.8769230769230765,3.8600000000000003,Sport,mandante,4.653846153846154,5.765384615384615
1598,Edenílson,63289,Internacional,MEI,7.411111111111111,3.569230769230769,Corinthians,mandante,4.107142857142857,5.7591269841269845
1599,Guilherme Arana,87228,Atlético-MG,LAT,7.3,4.433333333333334,Cuiabá,mandante,4.153846153846154,5.726923076923077
1600,Savarino,98672,Atlético-MG,ATA,7.150000000000001,2.1399999999999997,Cuiabá,mandante,4.153846153846154,5.651923076923078
1601,Natanael,86264,Atlético-GO,LAT,5.233333333333333,4.09,Grêmio,mandante,6.045454545454546,5.63939393939394
1602,Edwin Mosquera,108355,Juventude,MEI,0.0,0.0,Ceará,mandante,5.541666666666667,5.541666666666667
1603,Nico Castillo,73669,Juventude,ATA,0.0,-0.1,Ceará,mandante,5.541666666666667,5.541666666666667
1604,Artur,95799,Bragantino,ATA,6.40909090909091,5.766666666666667,São Paulo,mandante,4.208333333333333,5.308712121212121
1605,Marinho,68952,Santos,ATA,6.428571428571429,4.7555555555555555,América-MG,mandante,4.041666666666667,5.2351190476190474
1606,Yuri Alberto,100652,Internacional,ATA,6.354545454545454,4.407142857142857,Corinthians,mandante,4.107142857142857,5.230844155844155
1607,Guilherme Castilho,101798,Juventude,MEI,4.918181818181818,1.418181818181818,Ceará,mandante,5.541666666666667,5.229924242424243
1608,Velázquez,90012,Santos,ZAG,6.0,4.1,América-MG,mandante,4.041666666666667,5.020833333333334
