,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1545,Diego Costa,70316,Atlético-MG,ATA,9.0,3.6500000000000004,Ceará,mandante,5.75,7.375
1546,Hulk,39148,Atlético-MG,ATA,7.855555555555556,5.907692307692307,Ceará,mandante,5.75,6.802777777777778
1547,Guilherme Arana,87228,Atlético-MG,LAT,7.3,4.2375,Ceará,mandante,5.75,6.525
1548,Ricardo Bueno,69141,Juventude,ATA,8.2,10.466666666666667,América-MG,mandante,4.85,6.5249999999999995
1549,Savarino,98672,Atlético-MG,ATA,7.150000000000001,2.1399999999999997,Ceará,mandante,5.75,6.450000000000001
1550,Douglas Friedrich,78584,Juventude,GOL,8.0,1.0,América-MG,mandante,4.85,6.425
1551,Matheus Peixoto,87098,Juventude,ATA,7.7142857142857135,5.319999999999999,América-MG,mandante,4.85,6.282142857142857
1552,Terans,102878,Athlético-PR,MEI,7.5,4.38,Bahia,mandante,4.7727272727272725,6.136363636363637
1553,Pedro Rocha,90302,Athlético-PR,ATA,7.466666666666666,1.125,Bahia,mandante,4.7727272727272725,6.119696969696969
1554,Daniel Guedes ,88225,Fortaleza,LAT,9.2,0.2,Flamengo,mandante,2.6,5.8999999999999995
1555,Felipe Felício,107898,Atlético-MG,ATA,0.0,0.9,Ceará,mandante,5.75,5.75
1556,Dodô,68727,Atlético-MG,LAT,5.6000000000000005,2.4,Ceará,mandante,5.75,5.675000000000001
1557,Cuca,42411,Atlético-MG,TEC,5.339,4.227692307692307,Ceará,mandante,5.75,5.5445
1558,Everson,72294,Atlético-MG,GOL,5.2,3.8461538461538463,Ceará,mandante,5.75,5.475
1559,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,Chapecoense,mandante,2.625,5.4625
1560,Jean Mota,78548,Santos,MEI,5.479999999999999,2.1666666666666665,Grêmio,mandante,5.388888888888889,5.434444444444444
1561,Marinho,68952,Santos,ATA,5.45,5.8,Grêmio,mandante,5.388888888888889,5.419444444444444
1562,Viña,98974,Palmeiras,LAT,9.1,2.1,Bragantino,mandante,1.7,5.3999999999999995
1563,Madson,78077,Santos,LAT,5.4,1.125,Grêmio,mandante,5.388888888888889,5.394444444444445
1564,Kevin Malthus,110745,Santos,MEI,0.0,0.0,Grêmio,mandante,5.388888888888889,5.388888888888889
1565,João Paulo,85425,Santos,GOL,5.357142857142857,3.0,Grêmio,mandante,5.388888888888889,5.3730158730158735
1566,Vargas,69102,Atlético-MG,ATA,4.975,3.625,Ceará,mandante,5.75,5.3625
1567,Nathan Silva,95794,Atlético-MG,ZAG,4.840000000000001,2.8600000000000003,Ceará,mandante,5.75,5.295
1568,Mariano,38877,Atlético-MG,LAT,4.800000000000001,3.4666666666666663,Ceará,mandante,5.75,5.275
1569,Zaracho,100079,Atlético-MG,MEI,4.6000000000000005,3.970000000000001,Ceará,mandante,5.75,5.175000000000001
