,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1330,Cléber,104125,Ceará,ATA,11.4,-1.975,Athlético-PR,mandante,0.0,11.4
1331,Ytalo,53148,Bragantino,ATA,9.02,3.3166666666666664,Santos,mandante,6.5,7.76
1332,Artur,95799,Bragantino,ATA,8.420000000000002,4.583333333333333,Santos,mandante,6.5,7.460000000000001
1333,Rigoni,96684,São Paulo,ATA,8.4,2.9499999999999997,Fortaleza,mandante,5.9,7.15
1334,Cazares,81682,Fluminense,MEI,6.366666666666667,-0.1,Grêmio,mandante,7.875,7.120833333333334
1335,Manoel,69014,Fluminense,ZAG,6.300000000000001,1.3,Grêmio,mandante,7.875,7.0875
1336,Egídio,42145,Fluminense,LAT,5.9,1.6249999999999998,Grêmio,mandante,7.875,6.8875
1337,Samuel Xavier,73384,Fluminense,LAT,5.9,3.125,Grêmio,mandante,7.875,6.8875
1338,Calegari,104276,Fluminense,LAT,5.866666666666667,1.9999999999999998,Grêmio,mandante,7.875,6.870833333333334
1339,Mateus Claus,90590,Bahia,GOL,9.0,0.0,Flamengo,mandante,4.666666666666667,6.833333333333334
1340,Lima,96340,Ceará,MEI,6.799999999999999,7.880000000000001,Athlético-PR,mandante,0.0,6.799999999999999
1341,Marcos Felipe ,85004,Fluminense,GOL,5.6,4.3,Grêmio,mandante,7.875,6.7375
1342,Realpe,106299,Bragantino,ZAG,0.0,5.0,Santos,mandante,6.5,6.5
1343,Weverton,104625,Bragantino,LAT,0.0,3.6,Santos,mandante,6.5,6.5
1344,Praxedes,107744,Bragantino,MEI,6.3,3.966666666666667,Santos,mandante,6.5,6.4
1345,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,Juventude,mandante,4.5,6.4
1346,Edenílson,63289,Internacional,MEI,8.05,4.283333333333333,Juventude,mandante,4.5,6.275
1347,Gabriel Teixeira,110760,Fluminense,MEI,4.08,2.175,Grêmio,mandante,7.875,5.9775
1348,Igor Vinícius,95466,São Paulo,LAT,5.966666666666666,1.3,Fortaleza,mandante,5.9,5.933333333333334
1349,Luan Cândido,100848,Bragantino,LAT,5.35,7.9,Santos,mandante,6.5,5.925
1350,Benítez,93550,São Paulo,MEI,5.833333333333333,-0.5333333333333333,Fortaleza,mandante,5.9,5.866666666666667
1351,Jorginho,77544,Ceará,MEI,5.859999999999999,2.08,Athlético-PR,mandante,0.0,5.859999999999999
1352,Roger Machado ,79437,Fluminense,TEC,3.8340000000000005,3.358333333333333,Grêmio,mandante,7.875,5.8545
1353,Gabriel Lacerda,108176,Ceará,ZAG,5.65,1.52,Athlético-PR,mandante,0.0,5.65
1354,Reinaldo,78850,São Paulo,LAT,5.4,0.36,Fortaleza,mandante,5.9,5.65
1355,Luiz Henrique,109282,Fluminense,ATA,3.325,2.35,Grêmio,mandante,7.875,5.6
1356,Gabriel Sara,100763,São Paulo,MEI,5.25,0.9333333333333335,Fortaleza,mandante,5.9,5.575
1357,Bruno Alves,73620,São Paulo,ZAG,5.175,1.9833333333333334,Fortaleza,mandante,5.9,5.5375
1358,Cuello,98909,Bragantino,ATA,4.466666666666667,1.075,Santos,mandante,6.5,5.483333333333333
1359,Maurício Barbieri,82792,Bragantino,TEC,4.296,5.788333333333333,Santos,mandante,6.5,5.398
1360,Fred,38162,Fluminense,ATA,2.85,-0.4333333333333333,Grêmio,mandante,7.875,5.3625
1361,Rick,104459,Ceará,ATA,5.35,3.025,Athlético-PR,mandante,0.0,5.35
1362,João Paulo,111281,Chapecoense,GOL,5.625,2.3,Cuiabá,mandante,5.0,5.3125
1363,Tiago Volpi,72018,São Paulo,GOL,4.7,3.3333333333333335,Fortaleza,mandante,5.9,5.300000000000001
1364,Tiepo,98412,Chapecoense,GOL,5.5,-1.5,Cuiabá,mandante,5.0,5.25
1365,Helinho,102598,Bragantino,ATA,4.0,5.88,Santos,mandante,6.5,5.25
1366,Saulo Mineiro,98274,Ceará,ATA,5.24,0.6,Athlético-PR,mandante,0.0,5.24
