,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Chapecoense,Fortaleza,19.368826896917913,22.26913899541416,58.36156621654105,15.270771612099335,37.427219307950466
1,América-MG,Bahia,43.866934692213036,27.643232337373046,28.48981505290317,36.342823928756665,26.52437454338309
2,Palmeiras,Internacional,33.43162948286751,25.937665010694204,40.630665860717855,24.442571475358164,28.55191898876
3,Athlético-PR,Fluminense,41.287580745591704,29.49468352796983,29.21772995283416,38.97578201560718,30.75905212333697
4,Grêmio,Juventude,33.06098770712062,33.30431759356197,33.63469413926287,41.20022675227868,41.63135759977601
5,Ceará,Bragantino,28.749688821952724,28.762454970656577,42.48784707527253,29.009513014035882,38.15084759414625
6,Atlético-GO,Atlético-MG,16.281339876394803,34.38685860159927,49.33180007514684,35.457430129154304,62.94606352125136
7,Flamengo,Cuiabá,63.043722997694914,23.202176372237155,13.7539042953633,52.12469388945459,18.026907968811976
8,Sport,Santos,32.69093468118378,40.77182101497451,26.537244281588706,56.04163290251225,50.78450787094254
9,São Paulo,Corinthians,27.926026181083397,36.7330261288027,35.34094755277146,44.50446457446267,50.49675469618033
