,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Fluminense,Juventude,43.042521041521866,37.95918913095965,18.998289577936923,62.25324382770594,41.82739449838398
1,São Paulo,Palmeiras,13.667505469169166,24.115091435891614,62.217277088134956,19.494588990389477,54.1257859567452
2,Internacional,Cuiabá,39.101984473833426,28.24092584011798,32.65708007841579,33.685855400005885,29.55786807343945
3,Bragantino,Grêmio,70.60146332013439,20.187545726755484,9.210498730429546,59.84396741150647,15.109113132930302
4,Corinthians,Flamengo,17.726811427776912,32.43277639237739,49.84040912242153,32.72008596574692,58.369260402261034
5,Atlético-MG,Athlético-PR,38.25288755560122,28.384792476618614,33.36231144525399,33.4053800494927,30.260003706927463
6,Bahia,Sport,42.66341773757693,30.99944456002182,26.337134479830972,44.470739186848775,32.662219007627755
7,Chapecoense,Santos,25.564652114075447,26.134339510220926,48.300957529704235,22.669115949144345,36.664750475716176
8,Ceará,Fortaleza,22.100902293861097,29.54440705474419,48.3546812766663,28.647281285603317,47.558674024568234
9,Atlético-GO,América-MG,47.80929847950684,32.35671709712173,19.833981638114242,54.94870868505737,33.0662070950643
