,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,2,60.5571111111111,1,55.68199999999998,3,65.43222222222222,1
1,0,58.473888888888894,2,64.73777777777778,1,52.21,3
2,12,50.7705,3,44.028999999999996,13,57.512,2
3,5,49.904954545454544,4,48.10090909090909,6,51.709,4
4,1,49.73708333333333,5,56.565,2,42.909166666666664,9
5,7,48.62318181818182,6,46.410000000000004,8,50.83636363636364,5
6,3,43.5395,7,49.309999999999995,4,37.769,10
7,14,42.93727272727273,8,41.52454545454545,15,44.35,7
8,16,42.35292929292929,9,35.54363636363636,17,49.162222222222226,6
9,8,40.795833333333334,10,46.26500000000001,9,35.32666666666667,12
10,11,40.367045454545455,11,44.575,12,36.15909090909091,11
11,6,39.85033333333333,12,47.154,7,32.54666666666666,15
12,10,39.7270202020202,13,45.38181818181818,11,34.07222222222222,13
13,4,39.46686363636364,14,49.211,5,29.722727272727276,19
14,9,38.17577272727273,15,45.66700000000001,10,30.684545454545454,18
15,19,36.30873737373737,16,29.00111111111111,20,43.61636363636364,8
16,15,36.124545454545455,17,38.73636363636364,16,33.512727272727275,14
17,13,33.375277777777775,18,41.52833333333333,14,25.22222222222222,20
18,17,31.008227272727268,19,30.500999999999998,18,31.515454545454542,17
19,18,30.69975,20,29.727000000000004,19,31.6725,16
