,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Atlético-GO,Chapecoense,55.713318439009015,28.120403073381123,16.166256888609322,55.33869779967531,25.62084423295016
1,Grêmio,Bahia,27.818358166650015,29.213746144860963,42.96788811190794,29.612727711810788,39.91160370814172
2,Juventude,Fortaleza,17.29070378706083,27.615161295482597,55.09410761999016,24.78735413004234,52.36533423513319
3,Palmeiras,Cuiabá,53.96009073871249,26.399042166461946,19.64081756343578,45.95505478904891,22.693876825400867
4,Ceará,Flamengo,29.52588955887192,26.83279698776584,43.64128605148366,25.087607578357325,33.72044133321133
5,Athlético-PR,Corinthians,44.29439534802237,30.92592520577951,24.779675603997582,46.18338133912855,31.951307747920062
6,Santos,Internacional,35.914499473765545,28.37284377518926,35.712648610897624,31.73625359183597,31.60685808123504
7,Sport,São Paulo,28.72416202249569,46.71712106277736,24.55871691300523,62.772767439375485,59.0159425436312
8,Fluminense,Atlético-MG,15.102459577638708,27.953500949167204,56.94401633922303,25.375343402018235,57.24339517152558
9,América-MG,Bragantino,20.200958473062315,22.749507162516124,57.049167124455636,16.027109639647552,37.082457313880504
