,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'A': 2, 'CA': 4, 'DS': 11, 'FC': 21, 'FD': 6, 'FF': 5, 'FS': 37, 'G': 1, 'I': 7, 'PI': 85}",83817,16,1371,5,7,8.5,7.22,1.93,2.34,12,clayson,Clayson,Clayson,Clayson Henrique da Silva Vieira,https://s.glbimg.com/es/sde/f/2021/06/04/683002254efbbe78962d1ae99165f0b2_FORMATO.png,Provável
1,{},39850,16,327,6,7,3.2,6.63,-0.11,3.47,11,vagner-mancini,Vagner Mancini,V. Mancini,Vagner Carmo Mancini,https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,Provável
2,"{'CA': 1, 'DS': 5, 'FC': 15, 'FD': 3, 'FF': 1, 'FS': 10, 'G': 1, 'I': 2, 'PI': 23}",92696,16,293,5,7,1.5,5.66,-0.92,0.79,12,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,https://s.glbimg.com/es/sde/f/2021/05/02/6f855c82dac6b57f92d9201fff45aef8_FORMATO.png,Provável
3,"{'CA': 4, 'DS': 10, 'FC': 31, 'FD': 2, 'FF': 5, 'FS': 25, 'FT': 1, 'G': 4, 'I': 8, 'PI': 61}",80076,16,373,5,7,9.9,9.7,1.71,2.01,15,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,https://s.glbimg.com/es/sde/f/2021/04/20/c2fbbd910eaadd1b3c8bebd0f5fc57bb_FORMATO.png,Provável
4,"{'CA': 2, 'DS': 12, 'FC': 5, 'FD': 2, 'FF': 4, 'FS': 7, 'G': 1, 'PI': 53, 'SG': 3}",38394,16,293,3,7,0.0,8.97,0.0,2.7,12,thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Provável
5,"{'A': 1, 'DS': 10, 'FC': 4, 'FF': 1, 'FS': 10, 'PC': 1, 'PI': 70, 'SG': 2}",87225,16,293,3,7,0.0,7.5,0.0,1.89,11,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Provável
6,"{'DE': 28, 'FS': 1, 'GS': 10, 'SG': 7}",78851,16,354,1,7,-2.0,6.74,-1.45,4.46,12,richard,Richard,Richard,Richard de Oliveira da Costa,https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png,Provável
7,"{'A': 3, 'CA': 3, 'DS': 21, 'FC': 13, 'FD': 8, 'FF': 7, 'FS': 18, 'FT': 2, 'PC': 1, 'PI': 118, 'SG': 6}",86264,16,373,2,7,4.1,14.13,-0.19,5.46,13,natanael,Natanael,Natanael,Natanael Batista Pimenta,https://s.glbimg.com/es/sde/f/2021/05/01/8d7a42fcd53a8f290188c60783071a94_FORMATO.png,Provável
8,"{'CA': 2, 'DE': 48, 'DP': 1, 'DS': 1, 'FS': 1, 'GS': 13, 'SG': 7}",71571,16,373,1,7,8.5,18.23,0.23,5.32,14,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,https://s.glbimg.com/es/sde/f/2021/04/20/88ab80496dcd025f8e23875c60ede171_FORMATO.png,Provável
9,"{'A': 3, 'CA': 3, 'DS': 20, 'FC': 13, 'FD': 5, 'FF': 10, 'FS': 16, 'FT': 1, 'G': 2, 'I': 2, 'PI': 96}",102598,16,280,5,3,8.9,14.29,1.54,4.07,13,helinho,Helinho,Helinho,Hélio Júnio Nunes de Castro,https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png,Suspenso
