,clube,ranking_clube,fase
0,Atlético-MG,1,100.0
1,Flamengo,5,80.0
2,Fortaleza,3,80.0
3,Palmeiras,2,66.67
4,Ceará,7,60.0
5,Sport,15,53.33
6,Cuiabá,18,53.33
7,Internacional,11,53.33
8,Grêmio,19,53.33
9,São Paulo,16,46.67
10,Bragantino,4,40.0
11,Atlético-GO,9,33.33
12,Santos,8,33.33
13,América-MG,17,33.33
14,Corinthians,12,26.67
15,Athlético-PR,6,26.67
16,Fluminense,13,26.67
17,Juventude,14,26.67
18,Bahia,10,6.67
19,Chapecoense,20,0.0
