,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Atlético-GO,Santos,40.561487953728694,36.53703245172757,22.901479300072015,55.73846988728071,41.27817585091129
1,América-MG,Grêmio,52.326754202008864,28.5783590072202,19.094869878592096,50.693771815036826,26.500751365894264
2,Internacional,Athlético-PR,50.53942629246917,25.885589638308872,23.574921761015418,38.781225773417525,21.924225038830144
3,Bragantino,Fortaleza,43.24705265896056,24.80331806935485,31.949539649189656,27.27750879803216,21.207772950232805
4,Corinthians,Cuiabá,39.326539092676924,36.81791287940654,23.855547801013653,54.91075684467326,42.24372522160022
5,São Paulo,Flamengo,19.93252344285213,29.421073946369606,50.64639161669907,28.057057119139163,50.64615714936457
6,Fluminense,Palmeiras,35.309829079785885,29.169284809214986,35.520880987173406,33.29630897400099,33.436069158383944
7,Ceará,Sport,38.58336337569721,40.072597034585144,21.344039518800496,61.090305058599405,46.283932010922975
8,Chapecoense,Juventude,31.887669190899913,28.4918733182355,39.62044887663931,29.75862222146638,34.775096558022824
9,Bahia,Atlético-MG,15.937251319663051,24.686438977535893,59.37620130917545,20.00125416958126,49.891956769877545
