,clube,P
0,Atlético-MG,68.8809404902619
1,Palmeiras,64.33951407214141
2,Flamengo,61.249246226187346
3,Fortaleza,58.72943313358478
4,Bragantino,58.46601067754059
5,Athlético-PR,55.392209247165596
6,Corinthians,53.02204816427824
7,Internacional,52.54220975612461
8,Santos,52.20000580776346
9,São Paulo,50.92234193415034
10,Ceará,49.28351932182491
11,Fluminense,48.80167427941122
12,Atlético-GO,46.17530298294308
13,Bahia,44.092230528561885
14,Juventude,41.19016012404079
15,Sport,40.987013346794534
16,Grêmio,40.61675148313204
17,Cuiabá,36.3081547787856
18,América-MG,34.387193949402565
19,Chapecoense,29.199181177620073
