,clube,ranking_clube,fase
0,Flamengo,2,73.33
1,Sport,18,66.67
2,Atlético-MG,1,66.67
3,Bragantino,5,60.0
4,Fortaleza,3,60.0
5,América-MG,13,53.33
6,Internacional,7,46.67
7,Atlético-GO,11,46.67
8,Fluminense,8,46.67
9,Corinthians,6,46.67
10,São Paulo,12,46.67
11,Cuiabá,9,40.0
12,Bahia,16,33.33
13,Palmeiras,4,33.33
14,Santos,15,33.33
15,Ceará,14,26.67
16,Athlético-PR,10,26.67
17,Grêmio,19,26.67
18,Chapecoense,20,20.0
19,Juventude,17,13.33
