,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,61.079647435897435,1,60.748461538461534,2,61.410833333333336,1
1,0,56.1123901098901,2,61.10692307692307,1,51.11785714285714,3
2,9,51.88529761904761,3,45.171428571428564,10,58.59916666666666,2
3,3,50.06558333333334,4,50.058666666666674,4,50.07250000000001,4
4,2,49.30607142857143,5,54.204285714285724,3,44.40785714285714,7
5,5,47.12728021978022,6,48.51384615384616,6,45.74071428571428,6
6,8,44.01840659340659,7,46.80142857142857,9,41.2353846153846,9
7,4,43.666538461538465,8,49.60307692307693,5,37.730000000000004,12
8,17,42.82279761904762,9,37.846428571428575,18,47.79916666666666,5
9,13,41.96308333333333,10,42.82750000000001,14,41.09866666666666,10
10,11,41.11923076923077,11,43.37538461538462,12,38.863076923076925,11
11,10,40.96,12,44.6023076923077,11,37.317692307692305,13
12,15,39.55384615384615,13,42.00846153846154,16,37.099230769230765,14
13,6,39.00994047619048,14,47.75416666666667,7,30.26571428571429,17
14,18,37.51678571428572,15,31.919999999999995,19,43.11357142857143,8
15,12,36.58346153846154,16,43.183076923076925,13,29.983846153846155,18
16,7,36.44179487179487,17,46.83692307692307,8,26.046666666666663,20
17,16,35.683846153846154,18,38.40769230769231,17,32.96,15
18,14,34.223241758241755,19,42.05571428571428,15,26.390769230769227,19
19,19,30.54178571428571,20,29.439285714285713,20,31.644285714285708,16
