,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,60.41536363636363,1,59.91272727272727,2,60.91799999999999,1
1,0,57.4045,2,64.089,1,50.72,4
2,12,49.974333333333334,3,42.43666666666666,13,57.512,2
3,2,48.85713286713287,4,52.64272727272728,3,45.07153846153846,7
4,5,48.56337121212121,5,46.85583333333333,6,50.27090909090909,5
5,6,47.68769230769231,6,46.410000000000004,7,48.965384615384615,6
6,3,43.62116666666667,7,49.473333333333336,4,37.769,12
7,14,43.1801893939394,8,41.52454545454546,15,44.83583333333334,8
8,8,42.53665384615384,9,45.75230769230769,9,39.321,11
9,9,42.416363636363634,10,45.38181818181818,10,39.450909090909086,10
10,16,42.311083333333336,11,33.75416666666667,17,50.868,3
11,11,39.44681818181819,12,42.73454545454546,12,36.15909090909091,13
12,7,39.41166666666666,13,46.27666666666667,8,32.54666666666665,16
13,4,39.17841666666667,14,49.211000000000006,5,29.145833333333332,19
14,10,36.71481060606061,15,42.76545454545455,11,30.66416666666667,18
15,19,36.18866666666667,16,29.014,20,43.36333333333334,9
16,15,36.124545454545455,17,38.73636363636364,16,33.51272727272727,14
17,17,33.48704545454545,18,33.63909090909091,18,33.335,15
18,13,33.23462121212121,19,41.52833333333333,14,24.940909090909088,20
19,18,30.98166666666667,20,30.290833333333335,19,31.6725,17
