,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,2,62.30777777777777,1,59.03222222222222,3,65.58333333333333,1
1,5,57.442499999999995,2,49.786249999999995,6,65.09875,2
2,0,55.955347222222215,3,60.51624999999999,1,51.394444444444446,3
3,1,51.77972222222222,4,60.275000000000006,2,43.28444444444444,9
4,4,50.875,5,50.449999999999996,5,51.3,4
5,13,44.1575,6,39.684999999999995,14,48.629999999999995,6
6,7,43.087291666666665,7,46.873333333333335,8,39.301249999999996,10
7,12,42.393125,8,39.69625,13,45.09,8
8,3,40.93625,9,53.41375000000001,4,28.458750000000002,17
9,17,40.5875,10,30.189999999999998,18,50.985,5
10,9,39.05446428571428,11,41.2375,10,36.87142857142857,11
11,8,38.86409722222223,12,43.133750000000006,9,34.59444444444445,13
12,19,37.82696428571428,13,27.53142857142857,20,48.1225,7
13,6,36.89651785714286,14,47.71875000000001,7,26.07428571428572,19
14,11,36.789920634920634,15,39.83428571428571,12,33.745555555555555,14
15,14,36.51006944444445,16,37.99888888888889,15,35.02125,12
16,15,35.055208333333326,17,36.886666666666656,16,33.223749999999995,15
17,10,32.058730158730164,18,40.6188888888889,11,23.498571428571427,20
18,18,30.722380952380952,19,29.131428571428568,19,32.31333333333333,16
19,16,29.696597222222223,20,32.16875,17,27.224444444444448,18
