,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,59.20000000000001,1,70.31,1,57.23833333333334,1
1,Bahia,59.07166666666666,2,48.23499999999999,11,45.49,5
2,Sport,56.945000000000014,3,54.09,5,33.41833333333334,17
3,Palmeiras,56.23499999999999,4,49.47166666666667,10,45.181666666666665,6
4,Fortaleza,52.54666666666666,5,46.10999999999999,14,43.473333333333336,7
5,Bragantino,51.28999999999999,6,39.018333333333324,18,47.781666666666666,3
6,América-MG,50.26333333333333,7,63.654999999999994,4,51.44499999999999,2
7,Cuiabá,46.835,8,46.6,13,36.434999999999995,13
8,Atlético-MG,45.965,9,64.01833333333333,3,47.71000000000001,4
9,Santos,45.38166666666667,10,38.50833333333333,19,41.20166666666666,9
10,Ceará,44.035000000000004,11,52.745000000000005,7,35.76499999999999,15
11,Internacional,42.49166666666667,12,64.41833333333332,2,38.001666666666665,11
12,São Paulo,40.943333333333335,13,50.833333333333336,8,29.855,18
13,Corinthians,40.638333333333335,14,53.473333333333336,6,35.11166666666667,16
14,Fluminense,40.07333333333333,15,50.165,9,39.654999999999994,10
15,Athlético-PR,39.49166666666667,16,42.23500000000001,16,37.364999999999995,12
16,Juventude,37.29333333333333,17,44.474999999999994,15,29.764999999999997,19
17,Atlético-GO,37.16333333333333,18,48.055,12,41.32666666666666,8
18,Chapecoense,28.58333333333334,19,25.800000000000008,20,36.00000000000001,14
19,Grêmio,23.381666666666664,20,41.03666666666667,17,25.254999999999995,20
