,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Corinthians,Grêmio,49.26006437344671,30.773808804337772,19.966121056379386,52.603880484663264,30.404967806935645
1,Atlético-MG,Bragantino,65.88251237373312,21.003386784915904,13.11354360275596,49.012907118131665,14.72982273303692
2,Bahia,Fluminense,31.515345062645817,33.809164042988705,34.67549044207698,41.1657522595334,43.57047374928687
3,Ceará,América-MG,43.614369742501104,30.409090228172758,25.976535468144373,43.950786028005915,31.36584336421077
4,São Paulo,Juventude,37.057486857957045,36.92763850791349,26.014874474583372,52.64487819077149,43.654187700962375
5,Athlético-PR,Palmeiras,36.95002216083106,25.592320626767197,37.457611188015264,25.255848836708584,25.537422495801188
6,Flamengo,Santos,70.466070248205,19.751305981869706,9.781960575880786,56.83116027436894,14.20349256465419
7,Internacional,Atlético-GO,45.29249080891662,34.51753747836918,20.18997070082353,57.04934880591877,36.771634519835935
8,Cuiabá,Fortaleza,36.842664653290846,31.784851543894803,31.372482459404623,40.743886719051616,36.78246197458478
9,Chapecoense,Sport,28.33941951384112,36.36156374653298,35.29901658154263,44.0801679819299,49.6666345115689
