,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,79.21666666666667,1,82.39833333333333,1,60.836666666666666,1
1,Atlético-MG,64.76333333333334,2,62.91,3,56.18166666666667,2
2,América-MG,60.181666666666665,3,54.945,11,50.626666666666665,3
3,Santos,59.81666666666666,4,55.10666666666666,9,42.964999999999996,6
4,Palmeiras,58.43666666666666,5,59.76166666666666,4,42.855,8
5,Ceará,57.27166666666667,6,55.87166666666667,7,46.945,4
6,Bahia,49.836666666666666,7,55.089999999999996,10,42.945,7
7,Juventude,49.203333333333326,8,50.56666666666666,12,36.656666666666666,10
8,Sport,46.41833333333333,9,65.76333333333334,2,29.964999999999993,15
9,Fluminense,45.27333333333333,10,49.40166666666667,13,37.291666666666664,9
10,Corinthians,45.23833333333334,11,57.81833333333333,5,29.293333333333333,17
11,Cuiabá,44.39833333333333,12,48.745,14,35.49,14
12,Atlético-GO,43.581666666666656,13,46.181666666666665,16,36.291666666666664,13
13,Bragantino,38.43666666666667,14,47.89166666666666,15,36.455000000000005,11
14,Grêmio,37.8,15,55.61833333333334,8,16.526666666666667,20
15,São Paulo,36.818333333333335,16,41.85166666666667,17,29.473333333333333,16
16,Athlético-PR,34.03666666666667,17,34.10833333333334,19,45.473333333333336,5
17,Internacional,32.72833333333334,18,56.345,6,25.256666666666675,19
18,Fortaleza,32.43833333333334,19,40.966666666666676,18,36.455,12
19,Chapecoense,22.983333333333334,20,30.00166666666667,20,29.146666666666665,18
