,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Fluminense,Atlético-GO,33.821901583483275,37.631883448274564,28.546214886472836,50.92832877004469,46.61008193426138
1,Atlético-MG,Ceará,57.33576959334249,29.862461380063266,12.801758838881746,64.65581486836133,28.32676874935796
2,Sport,Corinthians,22.501862032624892,42.10809569998219,35.39004224466926,50.21107020981462,61.45456664450985
3,Fortaleza,Flamengo,29.869955427652695,25.71921700522783,44.410773561969485,22.70903634059949,31.094092698735743
4,Athlético-PR,Bahia,56.484333169527346,21.944996454729665,21.57004091681223,32.692147221742616,14.375288762816133
5,Palmeiras,Bragantino,38.06128789069982,24.332949585907482,37.60565464337692,22.50952722541955,22.27779195568366
6,Juventude,América-MG,34.020650651285024,31.69171358465664,34.28763448107147,38.32540883668798,38.517733136320636
7,Internacional,Chapecoense,62.14766523816071,22.940221049558758,14.91186939621677,48.67300205283599,17.31711543694733
8,Santos,Grêmio,33.665351299528744,33.40605322907362,32.92859493879207,41.877325395825,41.32231162223016
9,Cuiabá,São Paulo,39.36241294580525,33.64433564512932,26.993250660655466,47.5833293622961,38.102194172117606
