,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'CA': 2, 'DS': 70, 'FC': 23, 'FD': 6, 'FF': 2, 'FS': 27, 'I': 1, 'PI': 221, 'SG': 6}",42500,23,264,2,6,3.9,12.19,0.58,3.82,22,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2021/08/06/1dbfc9287c7d5ed6dcd220b9228fc055_FORMATO.png,Nulo
1,{},70323,23,1371,6,7,2.43,4.23,-0.06,3.1,14,jorginho,Jorginho,Jorginho,Jorge Amorim de Oliveira Campos,https://s.glbimg.com/es/sde/f/2021/04/27/ed89bb6662d329721f0b34029b57a978_FORMATO.png,Provável
2,"{'CA': 3, 'DE': 68, 'DP': 1, 'DS': 1, 'FS': 2, 'GS': 17, 'SG': 10}",71571,23,373,1,7,8.0,18.11,0.38,5.2,20,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,https://s.glbimg.com/es/sde/f/2021/04/20/88ab80496dcd025f8e23875c60ede171_FORMATO.png,Provável
3,"{'DE': 34, 'FS': 5, 'GS': 15, 'SG': 4}",71631,23,275,1,6,3.0,14.76,0.51,3.46,12,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/30/33d63334ddcba3f0e0150bb2c5aadd75_FORMATO.png,Nulo
4,"{'A': 1, 'CA': 1, 'DS': 7, 'FC': 21, 'FD': 4, 'FF': 4, 'FS': 12, 'G': 4, 'I': 2, 'PI': 31}",92696,23,293,5,6,1.9,6.42,-2.96,2.17,19,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,https://s.glbimg.com/es/sde/f/2021/05/02/6f855c82dac6b57f92d9201fff45aef8_FORMATO.png,Nulo
5,"{'CA': 6, 'DS': 13, 'FC': 36, 'FD': 4, 'FF': 9, 'FS': 34, 'FT': 1, 'G': 5, 'I': 12, 'PI': 87}",80076,23,373,5,7,-0.9,7.94,-0.39,2.02,20,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,https://s.glbimg.com/es/sde/f/2021/04/20/c2fbbd910eaadd1b3c8bebd0f5fc57bb_FORMATO.png,Provável
6,"{'A': 2, 'CA': 1, 'DS': 51, 'FC': 15, 'FD': 1, 'FF': 2, 'FS': 10, 'I': 2, 'PI': 110, 'SG': 7}",38750,23,262,2,7,6.6,9.31,-0.09,4.85,17,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2021/05/01/d86e6ac0aeabadf61f4625bb2f705863_FORMATO.png,Provável
7,"{'A': 6, 'CA': 2, 'CV': 1, 'DS': 17, 'FC': 12, 'FD': 13, 'FF': 21, 'FS': 26, 'G': 4, 'PI': 143}",95799,23,280,5,7,4.6,15.28,0.06,5.28,18,artur,Artur,Artur,Artur Victor Guimarães,https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png,Provável
8,"{'A': 1, 'CA': 2, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 1, 'FS': 3, 'PI': 67, 'SG': 3}",97867,23,280,3,7,-1.9,7.12,-0.34,2.34,13,leo-ortiz,Léo Ortiz,L. Ortiz,Leonardo Rech Ortiz,https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png,Provável
9,"{'CA': 2, 'DE': 67, 'FS': 5, 'GS': 19, 'SG': 5}",93882,23,280,1,7,4.0,9.28,0.64,3.97,18,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png,Provável
