,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Internacional,65.89166666666667,1,60.218333333333334,2,62.455000000000005,2
1,Atlético-MG,62.654999999999994,2,74.76166666666667,1,45.783333333333324,5
2,Flamengo,58.603333333333325,3,47.92166666666666,7,72.09333333333332,1
3,América-MG,52.965,4,52.27333333333334,6,43.34666666666667,7
4,Grêmio,51.14666666666667,5,57.16500000000001,5,36.20166666666666,15
5,Fluminense,49.07333333333333,6,45.163333333333334,9,34.63833333333333,16
6,Corinthians,47.01833333333334,7,45.81833333333333,8,42.016666666666666,8
7,Ceará,44.475,8,57.51000000000001,4,41.38333333333334,11
8,Atlético-GO,43.90833333333333,9,32.4,17,51.76166666666666,4
9,São Paulo,40.92666666666666,10,42.76500000000001,11,41.544999999999995,10
10,Cuiabá,40.763333333333335,11,32.31,18,45.36333333333334,6
11,Athlético-PR,40.163333333333334,12,41.76333333333333,12,22.07166666666667,20
12,Fortaleza,38.90833333333333,13,58.255,3,41.071666666666665,12
13,Juventude,38.528333333333336,14,43.14666666666667,10,22.39833333333333,19
14,Palmeiras,37.8,15,39.346666666666664,13,53.49166666666667,3
15,Bragantino,33.29166666666667,16,36.67333333333334,15,41.96333333333334,9
16,Santos,33.12833333333334,17,38.51,14,37.45666666666667,14
17,Bahia,32.49666666666667,18,35.27166666666667,16,26.186666666666667,18
18,Chapecoense,30.94333333333333,19,27.744999999999994,19,32.65333333333333,17
19,Sport,27.673333333333332,20,27.600000000000005,20,40.14333333333333,13
