,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1195,Sander,86391,Sport,LAT,15.4,0.8333333333333331,Palmeiras,mandante,3.5,9.45
1196,Bruno Henrique,90285,Flamengo,ATA,11.3,0.25,Fluminense,mandante,5.875,8.5875
1197,Pedro,94583,Flamengo,ATA,8.8,6.35,Fluminense,mandante,5.875,7.3375
1198,Rick,104459,Ceará,ATA,12.2,0.55,Juventude,mandante,2.1666666666666665,7.183333333333333
1199,Khellven ,105175,Athlético-PR,LAT,7.45,2.5,Fortaleza,mandante,6.75,7.1
1200,Juninho Valoura,71937,América-MG,MEI,7.166666666666667,8.2,Santos,mandante,7.0,7.083333333333334
1201,Cléber,104125,Ceará,ATA,11.4,-2.0,Juventude,mandante,2.1666666666666665,6.783333333333333
1202,Matheuzinho,101727,Flamengo,LAT,7.666666666666667,3.55,Fluminense,mandante,5.875,6.770833333333334
1203,Rodrigo Muniz,107112,Flamengo,ATA,7.55,3.4,Fluminense,mandante,5.875,6.7125
1204,Christian,104502,Athlético-PR,MEI,6.3999999999999995,0.9666666666666668,Fortaleza,mandante,6.75,6.574999999999999
1205,João Paulo,71602,América-MG,LAT,6.0,1.0666666666666667,Santos,mandante,7.0,6.5
1206,Isla,69345,Flamengo,LAT,7.0,0.0,Fluminense,mandante,5.875,6.4375
1207,Thiago Heleno,38394,Athlético-PR,ZAG,6.033333333333334,2.3499999999999996,Fortaleza,mandante,6.75,6.3916666666666675
1208,Marcinho,93797,Athlético-PR,LAT,5.45,6.099999999999999,Fortaleza,mandante,6.75,6.1
1209,Benítez,93550,São Paulo,MEI,11.6,-0.5333333333333333,Bragantino,mandante,0.5,6.05
1210,Ryan Luka,113667,Flamengo,ATA,0.0,0.0,Fluminense,mandante,5.875,5.875
1211,Cauan de Almeida,107870,América-MG,TEC,4.75,0.0,Santos,mandante,7.0,5.875
1212,Everton Ribeiro,51772,Flamengo,MEI,0.0,0.0,Fluminense,mandante,5.875,5.875
1213,Rogério Ceni,97341,Flamengo,TEC,5.772500000000001,4.13,Fluminense,mandante,5.875,5.82375
1214,Terans,102878,Athlético-PR,MEI,4.866666666666667,4.225,Fortaleza,mandante,6.75,5.808333333333334
1215,Jori,97453,América-MG,GOL,4.5,2.0,Santos,mandante,7.0,5.75
1216,António Oliveira,111578,Athlético-PR,TEC,4.323333333333333,4.9975,Fortaleza,mandante,6.75,5.536666666666667
1217,Ribamar,94068,América-MG,ATA,3.9,3.45,Santos,mandante,7.0,5.45
1218,Alê,86388,América-MG,MEI,3.8,1.1500000000000001,Santos,mandante,7.0,5.4
1219,Arrascaeta,87863,Flamengo,MEI,4.9,0.0,Fluminense,mandante,5.875,5.3875
1220,Gerson,89256,Flamengo,MEI,4.800000000000001,0.0,Fluminense,mandante,5.875,5.3375
