,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,2,64.49111111111111,1,59.03222222222222,3,69.95,1
1,0,56.6925,2,60.51625,1,52.868750000000006,3
2,5,56.27169642857143,3,49.78625,6,62.75714285714285,2
3,1,52.944375,4,60.275000000000006,2,45.613749999999996,7
4,4,52.1875,5,53.074999999999996,5,51.300000000000004,4
5,14,43.82875,6,39.684999999999995,15,47.972500000000004,6
6,6,43.235,7,47.16875,7,39.301249999999996,10
7,3,42.27366071428571,8,56.08857142857143,4,28.458750000000002,18
8,18,41.57535714285714,9,32.16571428571429,19,50.98500000000001,5
9,13,41.406875,10,39.69624999999999,14,43.1175,9
10,7,40.347857142857144,11,43.824285714285715,8,36.871428571428574,11
11,15,37.41158730158731,12,37.9988888888889,16,36.82428571428572,12
12,12,37.31861111111111,13,40.89166666666667,13,33.74555555555555,13
13,11,37.108124999999994,14,40.99249999999999,12,33.223749999999995,14
14,8,36.33562499999999,15,43.13375,9,29.537499999999994,16
15,19,35.44357142857143,16,27.531428571428574,20,43.355714285714285,8
16,9,34.21928571428572,17,42.364285714285714,10,26.074285714285715,19
17,16,32.391666666666666,18,32.46999999999999,17,32.31333333333333,15
18,10,32.354285714285716,19,41.21,11,23.498571428571427,20
19,17,30.73,20,32.16875,18,29.291249999999998,17
