,atleta_id,apelido,ranking
0,39148,Hulk,1
1,83257,Gabriel,2
2,87228,Guilherme Arana,3
3,87863,Arrascaeta,4
4,89898,Róger Guedes,5
5,100079,Zaracho,6
6,63289,Edenílson,7
7,95794,Nathan Silva,8
8,90285,Bruno Henrique,9
9,104250,João Victor,10
10,38398,Renato Augusto,11
11,91573,Arboleda,12
12,89274,Andreas Pereira,13
13,101727,Matheuzinho,14
14,84863,Alberto Valentim,15
15,100763,Gabriel Sara,16
16,42411,Cuca,17
17,78850,Reinaldo,18
18,78248,Gustavo Henrique,19
19,81881,João Ricardo,20
