,clube,ranking_clube,fase
0,Bragantino,1,86.67
1,Athlético-PR,2,66.67
2,Palmeiras,3,66.67
3,Flamengo,10,60.0
4,Santos,6,53.33
5,Juventude,14,53.33
6,Internacional,13,53.33
7,Bahia,5,46.67
8,Atlético-MG,8,46.67
9,Atlético-GO,7,46.67
10,Corinthians,11,40.0
11,Fortaleza,4,40.0
12,Ceará,12,40.0
13,Fluminense,9,40.0
14,Cuiabá,16,26.67
15,Chapecoense,18,26.67
16,Sport,15,26.67
17,América-MG,19,20.0
18,São Paulo,17,20.0
19,Grêmio,20,13.33
