,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,62.43286713286713,1,60.748461538461534,2,64.11727272727273,1
1,0,56.490178571428565,2,61.86249999999999,1,51.11785714285714,3
2,10,51.0088141025641,3,43.418461538461536,11,58.59916666666667,2
3,6,49.38339285714286,4,48.694285714285726,7,50.07249999999999,4
4,3,48.03035714285714,5,50.32,4,45.74071428571428,6
5,2,47.87046703296703,6,51.333076923076916,3,44.40785714285715,8
6,5,42.79778846153846,7,49.60307692307693,6,35.9925,14
7,8,42.022797619047616,8,46.80142857142857,9,37.24416666666666,13
8,12,41.911249999999995,9,42.82749999999999,13,40.995000000000005,9
9,17,41.085352564102564,10,34.371538461538464,18,47.79916666666666,5
10,9,40.409262820512815,11,43.50083333333333,10,37.3176923076923,12
11,13,40.135897435897434,12,42.00846153846154,14,38.26333333333333,11
12,4,40.040129870129874,13,49.81454545454546,5,30.265714285714292,18
13,15,39.06278846153847,14,39.26250000000001,16,38.863076923076925,10
14,18,38.222692307692306,15,31.920000000000005,19,44.52538461538461,7
15,7,37.27346153846154,16,46.83692307692308,8,27.71,19
16,11,36.9236217948718,17,43.183076923076925,12,30.66416666666667,17
17,16,35.894230769230774,18,38.407692307692315,17,33.38076923076923,15
18,14,33.66307692307692,19,40.93538461538462,15,26.390769230769227,20
19,19,31.112719780219777,20,29.439285714285713,20,32.786153846153844,16
