,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,América-MG,Santos,30.5627311223208,30.49278156512371,38.94448437964617,33.53919458749179,39.39849971591974
1,Athlético-PR,Fortaleza,55.52192588936349,23.019831707635845,21.457915829235823,35.58126129140666,16.402767608623765
2,Corinthians,Internacional,36.28784459243221,37.78246441367476,25.929690888324192,53.66893308118485,45.130204214151945
3,Chapecoense,Bahia,18.99012602970909,18.225739743913007,62.778282647208215,8.33707049360882,26.594859583073884
4,Flamengo,Fluminense,55.243007470113945,31.150500350928606,13.606486146656033,64.42859553474153,30.233442297737483
5,Sport,Palmeiras,15.869883418337938,29.966208897951486,54.163898129314305,28.56014006149319,58.53785837681252
6,São Paulo,Bragantino,3.885280305271991,11.524076976045139,84.58108930092108,7.213053454078029,66.30258101225613
7,Ceará,Juventude,39.58083999979078,31.793715190129102,28.62544312433345,43.27527996576961,35.27645267819329
8,Cuiabá,Atlético-MG,18.18384177601181,29.142186610183025,52.67395838984932,27.38529198596903,53.14274094180054
9,Grêmio,Atlético-GO,20.249738620330696,40.21197862683381,39.53828267432694,45.915987167574045,62.57391478716045
