,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1375,Lucca,61149,Fluminense,ATA,-0.7333333333333334,11.100000000000001,América-MG,visitante,6.214285714285714,8.657142857142858
1376,Keiller,93834,Chapecoense,GOL,-7.0,0.0,Grêmio,visitante,7.416666666666667,7.416666666666667
1377,Kadu,50427,Chapecoense,ZAG,-1.4,0.0,Grêmio,visitante,7.416666666666667,7.416666666666667
1378,Felipe Endres,112964,Chapecoense,TEC,1.55,0.0,Grêmio,visitante,7.416666666666667,7.416666666666667
1379,Alan Santos,70132,Chapecoense,MEI,1.75,0.0,Grêmio,visitante,7.416666666666667,7.416666666666667
1380,Rafael Luiz,107543,Bragantino,LAT,1.6,10.2,Sport,visitante,4.166666666666667,7.183333333333334
1381,John Kennedy,110759,Fluminense,ATA,0.0,0.0,América-MG,visitante,6.214285714285714,6.214285714285714
1382,João Neto,111834,Fluminense,ATA,0.4,0.0,América-MG,visitante,6.214285714285714,6.214285714285714
1383,Busanello,97537,Chapecoense,LAT,2.675,4.9,Grêmio,visitante,7.416666666666667,6.158333333333333
1384,Luan Cândido,100848,Bragantino,LAT,5.35,7.9,Sport,visitante,4.166666666666667,6.033333333333333
1385,Caio Paulista,102318,Fluminense,ATA,0.7999999999999999,5.58,América-MG,visitante,6.214285714285714,5.897142857142857
1386,Gilberto,61188,Bahia,ATA,3.7375000000000003,8.049999999999999,Cuiabá,visitante,3.7,5.875
1387,Danilo Barcelos,84382,Fluminense,LAT,-2.0,5.35,América-MG,visitante,6.214285714285714,5.782142857142857
1388,Anderson Leite,87691,Chapecoense,MEI,2.7599999999999993,4.075,Grêmio,visitante,7.416666666666667,5.745833333333334
1389,Aderlan,88423,Bragantino,LAT,4.566666666666666,7.12,Sport,visitante,4.166666666666667,5.6433333333333335
1390,Nino,91708,Fluminense,ZAG,2.1666666666666665,5.0200000000000005,América-MG,visitante,6.214285714285714,5.617142857142857
1391,Ravanelli,92193,Chapecoense,MEI,1.3500000000000003,3.6799999999999997,Grêmio,visitante,7.416666666666667,5.548333333333334
1392,Raul,92496,Bragantino,MEI,2.8000000000000003,6.840000000000001,Sport,visitante,4.166666666666667,5.503333333333334
1393,Alerrandro,101715,Bragantino,ATA,2.025,6.8,Sport,visitante,4.166666666666667,5.483333333333333
1394,Hulk,39148,Atlético-MG,ATA,9.0,7.485714285714286,Juventude,visitante,3.357142857142857,5.421428571428572
1395,Ignácio,103523,Chapecoense,ZAG,5.75,3.133333333333333,Grêmio,visitante,7.416666666666667,5.275
1396,Perotti,94286,Chapecoense,ATA,0.9857142857142858,3.0500000000000003,Grêmio,visitante,7.416666666666667,5.233333333333333
1397,Marcelo Boeck,37788,Fortaleza,GOL,7.25,9.0,Palmeiras,visitante,1.2857142857142858,5.142857142857143
1398,Léo Gomes,101585,Chapecoense,MEI,-0.6,2.7,Grêmio,visitante,7.416666666666667,5.058333333333334
1399,Daniel,96468,Internacional,GOL,3.3333333333333335,5.75,Flamengo,visitante,4.285714285714286,5.017857142857142
1400,André,107498,Fluminense,MEI,0.6499999999999999,3.6999999999999997,América-MG,visitante,6.214285714285714,4.957142857142857
1401,Jair Ventura,92180,Chapecoense,TEC,2.6966666666666668,2.4642857142857144,Grêmio,visitante,7.416666666666667,4.940476190476191
1402,Marcos Felipe ,85004,Fluminense,GOL,5.6,3.5833333333333335,América-MG,visitante,6.214285714285714,4.898809523809524
1403,Matheus Ribeiro,82943,Chapecoense,LAT,1.9,2.2857142857142856,Grêmio,visitante,7.416666666666667,4.851190476190476
1404,Samuel Xavier,73384,Fluminense,LAT,5.9,3.34,América-MG,visitante,6.214285714285714,4.777142857142858
1405,Fabinho,101729,Chapecoense,ATA,1.9749999999999999,2.1,Grêmio,visitante,7.416666666666667,4.758333333333334
1406,João Paulo,111281,Chapecoense,GOL,4.25,2.0833333333333335,Grêmio,visitante,7.416666666666667,4.75
1407,Luccas Claro,73465,Fluminense,ZAG,2.6,3.275,América-MG,visitante,6.214285714285714,4.744642857142857
1408,Ramires,103295,Bragantino,MEI,1.0,5.3,Sport,visitante,4.166666666666667,4.733333333333333
1409,Léo Ortiz,97867,Bragantino,ZAG,2.5,5.26,Sport,visitante,4.166666666666667,4.713333333333333
1410,Cássio,42234,Corinthians,GOL,2.4285714285714284,5.571428571428571,Santos,visitante,3.8333333333333335,4.7023809523809526
1411,Maurício Barbieri,82792,Bragantino,TEC,4.4799999999999995,5.228571428571428,Sport,visitante,4.166666666666667,4.697619047619048
1412,Edenílson,63289,Internacional,MEI,6.316666666666667,5.071428571428571,Flamengo,visitante,4.285714285714286,4.678571428571429
1413,Guga,101319,Atlético-MG,LAT,2.933333333333333,5.8999999999999995,Juventude,visitante,3.357142857142857,4.628571428571428
1414,Geuvânio,73896,Chapecoense,ATA,1.7,1.8000000000000003,Grêmio,visitante,7.416666666666667,4.608333333333333
1415,Roger Machado ,79437,Fluminense,TEC,3.4083333333333337,2.984285714285714,América-MG,visitante,6.214285714285714,4.599285714285714
1416,Arboleda,91573,São Paulo,ZAG,3.9000000000000004,7.6,Athlético-PR,visitante,1.5833333333333333,4.591666666666667
1417,Realpe,106299,Bragantino,ZAG,0.0,5.0,Sport,visitante,4.166666666666667,4.583333333333334
1418,Claudinho,92630,Bragantino,MEI,2.15,5.0,Sport,visitante,4.166666666666667,4.583333333333334
1419,Yago Felipe,87747,Fluminense,MEI,1.4666666666666666,2.8166666666666664,América-MG,visitante,6.214285714285714,4.515476190476191
1420,Chrigor,101398,Bragantino,ATA,0.4,4.833333333333333,Sport,visitante,4.166666666666667,4.5
1421,Lucas Evangelista,84674,Bragantino,MEI,3.1166666666666667,4.8,Sport,visitante,4.166666666666667,4.483333333333333
1422,Fernandinho,91130,Chapecoense,ATA,2.75,1.457142857142857,Grêmio,visitante,7.416666666666667,4.436904761904762
1423,Felipe Santana,42140,Chapecoense,ZAG,2.4400000000000004,1.44,Grêmio,visitante,7.416666666666667,4.428333333333334
1424,Osmar Loss,77552,Internacional,TEC,1.9,4.48,Flamengo,visitante,4.285714285714286,4.382857142857143
1425,Felipe Baxola,71113,Chapecoense,MEI,0.38,1.2333333333333334,Grêmio,visitante,7.416666666666667,4.325
1426,Gabriel Teixeira,110760,Fluminense,MEI,3.7999999999999994,2.42,América-MG,visitante,6.214285714285714,4.317142857142857
1427,Fábio Santos,38229,Corinthians,LAT,0.7000000000000001,4.8,Santos,visitante,3.8333333333333335,4.316666666666666
1428,Helinho,102598,Bragantino,ATA,2.9166666666666665,4.416666666666667,Sport,visitante,4.166666666666667,4.291666666666667
1429,Paolo Guerrero,75295,Internacional,ATA,-0.8,0.0,Flamengo,visitante,4.285714285714286,4.285714285714286
1430,Peglow,106821,Internacional,ATA,-0.7,0.0,Flamengo,visitante,4.285714285714286,4.285714285714286
1431,Marcelo Lomba,68872,Internacional,GOL,1.0,0.0,Flamengo,visitante,4.285714285714286,4.285714285714286
1432,Everson,72294,Atlético-MG,GOL,4.285714285714286,5.214285714285714,Juventude,visitante,3.357142857142857,4.285714285714286
1433,Igor Rabello,89493,Atlético-MG,ZAG,1.2999999999999998,5.2,Juventude,visitante,3.357142857142857,4.2785714285714285
1434,Matheus Bahia,97899,Bahia,LAT,4.242857142857143,4.8500000000000005,Cuiabá,visitante,3.7,4.275
1435,Anselmo Ramon,69214,Chapecoense,ATA,1.8571428571428572,1.1,Grêmio,visitante,7.416666666666667,4.258333333333334
1436,Praxedes,107744,Bragantino,MEI,6.824999999999999,4.35,Sport,visitante,4.166666666666667,4.258333333333333
1437,Fagner,42500,Corinthians,LAT,3.5571428571428574,4.666666666666666,Santos,visitante,3.8333333333333335,4.25
1438,Cleiton,93882,Bragantino,GOL,3.0,4.285714285714286,Sport,visitante,4.166666666666667,4.226190476190476
1439,Jô,38138,Corinthians,ATA,4.583333333333334,4.6,Santos,visitante,3.8333333333333335,4.216666666666667
1440,Artur,95799,Bragantino,ATA,7.071428571428572,4.257142857142857,Sport,visitante,4.166666666666667,4.211904761904762
1441,Laércio,82564,Chapecoense,ZAG,1.6,1.0,Grêmio,visitante,7.416666666666667,4.208333333333334
1442,Saravia,96725,Internacional,LAT,3.45,4.125,Flamengo,visitante,4.285714285714286,4.205357142857142
1443,Paulo Victor ,112141,Internacional,LAT,2.966666666666667,4.1,Flamengo,visitante,4.285714285714286,4.192857142857143
1444,Kaio Nunes,102563,Chapecoense,ATA,3.65,0.9666666666666667,Grêmio,visitante,7.416666666666667,4.191666666666666
1445,Moisés Ribeiro,78991,Chapecoense,MEI,1.2000000000000002,0.9666666666666667,Grêmio,visitante,7.416666666666667,4.191666666666666
1446,Fabrício Bruno,90768,Bragantino,ZAG,2.8833333333333333,4.199999999999999,Sport,visitante,4.166666666666667,4.183333333333334
1447,Júlio César,38133,Bragantino,GOL,-2.0,0.0,Sport,visitante,4.166666666666667,4.166666666666667
1448,Nacho Fernández,94916,Atlético-MG,MEI,5.46,4.95,Juventude,visitante,3.357142857142857,4.1535714285714285
1449,Lucas Piton,105584,Corinthians,LAT,3.5,4.45,Santos,visitante,3.8333333333333335,4.141666666666667
1450,Gabriel,87393,Atlético-MG,ZAG,2.7,4.925,Juventude,visitante,3.357142857142857,4.141071428571428
1451,Patrick,83433,Internacional,MEI,2.25,3.966666666666667,Flamengo,visitante,4.285714285714286,4.126190476190477
1452,Lima,94288,Chapecoense,MEI,0.48333333333333334,0.8285714285714285,Grêmio,visitante,7.416666666666667,4.122619047619048
1453,Calegari,104276,Fluminense,LAT,4.7,1.9999999999999998,América-MG,visitante,6.214285714285714,4.107142857142857
1454,Adson,111682,Corinthians,MEI,1.5999999999999999,4.375,Santos,visitante,3.8333333333333335,4.104166666666667
1455,Luiz Henrique,109282,Fluminense,ATA,3.18,1.985714285714286,América-MG,visitante,6.214285714285714,4.1000000000000005
1456,Bobadilla,84342,Fluminense,ATA,0.1,1.95,América-MG,visitante,6.214285714285714,4.082142857142857
1457,Ganso,62977,Fluminense,MEI,1.5499999999999998,1.9250000000000003,América-MG,visitante,6.214285714285714,4.069642857142857
1458,Abel Hernández,74159,Fluminense,ATA,-1.1,1.8400000000000003,América-MG,visitante,6.214285714285714,4.027142857142858
1459,Martinelli,109573,Fluminense,MEI,1.9500000000000002,1.75,América-MG,visitante,6.214285714285714,3.982142857142857
1460,João Victor,104250,Corinthians,ZAG,2.4499999999999997,4.128571428571429,Santos,visitante,3.8333333333333335,3.980952380952381
1461,Cuca,42411,Atlético-MG,TEC,4.8828571428571435,4.562857142857143,Juventude,visitante,3.357142857142857,3.96
1462,Rodriguinho,61033,Bahia,MEI,1.7,4.139999999999999,Cuiabá,visitante,3.7,3.9199999999999995
1463,Derlan,98945,Chapecoense,ZAG,2.066666666666667,0.4166666666666667,Grêmio,visitante,7.416666666666667,3.916666666666667
1464,Weverton,104625,Bragantino,LAT,0.0,3.6,Sport,visitante,4.166666666666667,3.8833333333333337
1465,Daniel,93791,Bahia,MEI,1.1714285714285713,4.066666666666666,Cuiabá,visitante,3.7,3.8833333333333333
