,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,xG_per_shot,shots_per_goal,clube
47,42116,Willian,275,2.1256497798619516,14,10,4,0.21256497798619517,0.15183212713299654,3.5,Palmeiras
48,104075,Sabino,292,2.5480211164854585,21,12,0,0.21233509304045486,0.12133433888025993,inf,Sport
49,100079,Zaracho,282,2.9632274506997014,27,14,3,0.21165910362140725,0.10974916484072968,9.0,Atlético-MG
50,38398,Renato Augusto,264,2.1132600755679567,22,10,2,0.21132600755679568,0.09605727616217985,11.0,Corinthians
51,80076,Zé Roberto,373,2.734618355924955,24,13,4,0.21035525814807346,0.11394243149687312,6.0,Atlético-GO
52,93988,Breno Lopes,275,2.0856532915174126,16,10,4,0.20856532915174125,0.1303533307198383,4.0,Palmeiras
53,95799,Artur,280,3.9535376436584726,40,19,5,0.20808092861360383,0.09883844109146181,8.0,Bragantino
54,96684,Rigoni,276,3.7430380399146914,37,18,4,0.20794655777303842,0.10116319026796464,9.25,São Paulo
55,91607,Rony,275,2.0765025524841723,22,10,2,0.20765025524841724,0.09438647965837146,11.0,Palmeiras
56,92146,André Luís,373,2.6912808559144685,23,13,1,0.20702160430111297,0.11701221112671602,23.0,Atlético-GO
57,87679,Tréllez,292,1.8580573173208417,13,9,1,0.20645081303564908,0.14292748594775706,13.0,Sport
58,102299,Mikael,292,3.5069163330070534,37,17,3,0.20628919605923843,0.09478152251370414,12.333333333333334,Sport
59,83817,Clayson,1371,3.4904698381104913,39,17,2,0.20532175518297008,0.08949922661821773,19.5,Cuiabá
60,98672,Savarino,282,2.2507922353995324,24,11,4,0.20461747594541205,0.09378300980831385,6.0,Atlético-MG
61,104459,Rick,354,2.4553364042074737,21,12,3,0.20461136701728946,0.11692078115273684,7.0,Ceará
62,70360,Eduardo Sasha,282,2.226368828776022,18,11,2,0.20239716625236562,0.12368715715422345,9.0,Atlético-MG
63,68911,Diego Souza,284,2.8135167899856217,22,14,4,0.200965484998973,0.12788712681752826,5.5,Grêmio
64,103295,Eric Ramires,280,1.9916323543904297,13,10,1,0.19916323543904296,0.15320248879926382,13.0,Bragantino
65,84342,Bobadilla,266,1.5890508384732465,12,8,3,0.1986313548091558,0.13242090320610386,4.0,Fluminense
66,83266,Marcos Guilherme,277,2.77602672074841,25,14,4,0.19828762291060073,0.1110410688299364,6.25,Santos
67,71162,Vina,354,3.7507219151975257,46,19,1,0.19740641658934346,0.08153743293907664,46.0,Ceará
68,60825,Felipe Azevedo,327,4.1234931553587835,41,21,3,0.19635681692184684,0.10057300378923863,13.666666666666666,América-MG
69,86863,Luiz Otávio ,265,1.7555861895967104,13,9,2,0.19506513217741228,0.13504509150743926,6.5,Bahia
70,86770,João Paulo,373,2.7186025402433462,28,14,2,0.19418589573166758,0.09709294786583379,14.0,Atlético-GO
71,78077,Madson,277,1.539945174676051,13,8,2,0.19249314683450638,0.11845732112892701,6.5,Santos
72,69705,Nikão,293,2.6310164528534328,31,14,2,0.18792974663238807,0.08487149847914299,15.5,Athlético-PR
73,105171,Fabrício,327,2.4020029060523136,31,13,2,0.18476945431171643,0.07748396471136496,15.5,América-MG
74,96966,Arthur Gomes,373,1.6518202738806103,18,9,1,0.18353558598673447,0.09176779299336724,18.0,Atlético-GO
75,69102,Vargas,282,1.464344576920482,15,8,2,0.18304307211506024,0.0976229717946988,7.5,Atlético-MG
76,101054,Felipe Marques,1371,1.8106400556444298,16,10,2,0.18106400556444296,0.11316500347777686,8.0,Cuiabá
77,100763,Gabriel Sara,276,2.1706609774407997,26,12,1,0.18088841478673331,0.08348696067079998,26.0,São Paulo
78,101422,Bruno Silva,315,1.6248956421469702,21,9,0,0.18054396023855224,0.07737598295937953,inf,Chapecoense
79,91130,Fernandinho,315,1.4189007415511812,14,8,0,0.17736259269389765,0.10135005296794151,inf,Chapecoense
80,51548,Giuliano,264,1.4172962883892004,14,8,2,0.17716203604865005,0.10123544917065717,7.0,Corinthians
81,90264,Rodolfo,327,2.46892889677176,22,14,1,0.1763520640551257,0.11222404076235272,22.0,América-MG
82,107231,Danilo,275,1.4008635403782235,11,8,2,0.17510794254727793,0.12735123094347486,5.5,Palmeiras
83,111695,Lucão,373,1.746755933340369,14,10,1,0.1746755933340369,0.1247682809528835,14.0,Atlético-GO
84,93108,Mateus Vital,264,1.90550791340791,21,11,0,0.1732279921279918,0.09073847206704333,inf,Corinthians
85,100762,Bissoli,293,1.3702726905229783,15,8,2,0.17128408631537229,0.09135151270153188,7.5,Athlético-PR
86,62020,Douglas Costa,284,2.2160920984219783,35,13,2,0.1704686229555368,0.0633169170977708,17.5,Grêmio
87,87691,Anderson Leite,315,1.5139566654602703,14,9,1,0.16821740727336337,0.10813976181859074,14.0,Chapecoense
88,104401,Vitor Mendes,286,1.5095720716888816,12,9,0,0.1677302301876535,0.12579767264074013,inf,Juventude
89,109963,Renan,275,1.5044577793187062,13,9,0,0.16716197547985623,0.11572752148605432,inf,Palmeiras
90,63289,Edenílson,285,2.1615531354417645,22,13,7,0.16627331811090496,0.09825241524735294,3.142857142857143,Internacional
91,98022,Erick,293,1.3142039540900599,15,8,0,0.16427549426125748,0.08761359693933732,inf,Athlético-PR
92,38277,Thiago Neves,292,1.477767427439098,14,9,0,0.16419638082656643,0.10555481624564986,inf,Sport
93,61149,Lucca,266,1.641915627644316,16,10,3,0.16419156276443161,0.10261972672776976,5.333333333333333,Fluminense
94,81677,Carlos Sánchez,277,2.787852930462531,28,17,4,0.16399134885073713,0.09956617608794753,7.0,Santos
95,110633,Gustavo Oliveira,292,1.8034659898324654,25,11,1,0.16395145362113323,0.07213863959329862,25.0,Sport
96,102598,Helinho,280,2.410059069761134,28,15,3,0.1606706046507423,0.0860735382057548,9.333333333333334,Bragantino
97,87929,Matheus Vargas,356,2.513853237570233,32,16,1,0.15711582734813956,0.07855791367406978,32.0,Fortaleza
98,73896,Geuvânio,315,1.4078644010180534,13,9,3,0.15642937789089484,0.10829726161677335,4.333333333333333,Chapecoense
99,60859,Jael,354,1.2513733722137637,15,8,2,0.15642167152672046,0.08342489148091757,7.5,Ceará
100,86388,Alê,327,1.8716337630134947,21,12,2,0.15596948025112456,0.0891254172863569,10.5,América-MG
101,101798,Guilherme Castilho,286,2.6251413587692,29,17,3,0.15442007992759998,0.09052211581962757,9.666666666666666,Juventude
102,97450,Gustavo Mosquito,264,2.0068243549813936,16,13,2,0.15437110422933797,0.1254265221863371,8.0,Corinthians
103,97810,Erick,354,1.3841488556006878,16,9,0,0.1537943172889653,0.08650930347504299,inf,Ceará
104,62114,Taison,285,1.9933163299525454,22,13,2,0.15333202538096502,0.0906052877251157,11.0,Internacional
105,107745,Caio Vidal,285,1.6773614378647084,19,11,1,0.1524874034422462,0.08828218094024781,19.0,Internacional
106,95794,Nathan Silva,282,1.3646564318663783,10,9,3,0.15162849242959758,0.13646564318663784,3.3333333333333335,Atlético-MG
107,51772,Everton Ribeiro,262,1.3635640521994408,13,9,3,0.15150711691104898,0.10488954247688007,4.333333333333333,Flamengo
108,93791,Daniel,265,1.5128948661229464,16,10,0,0.15128948661229463,0.09455592913268415,inf,Bahia
109,101708,Felipe Jonatan,277,1.8100222688210155,24,12,0,0.15083518906841795,0.07541759453420897,inf,Santos
110,90768,Fabrício Bruno,280,1.3340028687338215,11,9,0,0.14822254097042462,0.12127298806671104,inf,Bragantino
111,105647,Maurício,285,1.736255453598849,20,12,1,0.14468795446657076,0.08681277267994245,20.0,Internacional
112,87747,Yago Felipe,266,2.0095487226761883,23,14,1,0.1435391944768706,0.08737168359461689,23.0,Fluminense
113,99119,Lucas Braga,277,1.5591750779032674,19,11,0,0.14174318890029702,0.08206184620543512,inf,Santos
114,100333,Paulinho Bóia,286,2.1208511194181052,33,15,3,0.14139007462787367,0.06426821573994258,11.0,Juventude
115,81121,Lucas Mugni,265,1.1165098176085104,11,8,0,0.1395637272010638,0.10150089250986459,inf,Bahia
116,78435,Vitinho,262,2.224050534799538,34,16,2,0.13900315842497113,0.06541325102351582,17.0,Flamengo
117,68923,Gil,264,1.383479266851461,12,10,0,0.13834792668514612,0.11528993890428842,inf,Corinthians
118,78850,Reinaldo,276,1.6176826710774652,19,12,2,0.13480688925645543,0.08514119321460344,9.5,São Paulo
119,105811,Wesley,275,1.199752472201839,12,9,1,0.13330583024464876,0.09997937268348657,12.0,Palmeiras
120,60969,Patric,327,1.1983362263003554,20,9,1,0.13314846958892837,0.05991681131501777,20.0,América-MG
121,103099,Éderson,356,2.501019260836632,47,19,1,0.13163259267561223,0.05321317576248154,47.0,Fortaleza
122,78856,Marcão Silva,292,1.183438072020509,10,9,1,0.1314931191133899,0.11834380720205091,10.0,Sport
123,87228,Guilherme Arana,282,1.4406576471948094,22,11,0,0.13096887701770996,0.06548443850885498,inf,Atlético-MG
124,86970,Eduardo Bauermann,327,1.029420917174879,9,8,0,0.12867761464685987,0.11438010190831988,inf,América-MG
125,88312,Junior Alonso,282,1.0222668496116953,10,8,1,0.12778335620146192,0.10222668496116953,10.0,Atlético-MG
126,82381,Juninho,327,1.2752419930447232,12,10,2,0.1275241993044723,0.10627016608706026,6.0,América-MG
127,93550,Benítez,276,1.136875347191393,16,9,1,0.1263194830212659,0.07105470919946207,16.0,São Paulo
128,88423,Aderlan,280,1.0091376630436546,12,8,1,0.12614220788045682,0.08409480525363788,12.0,Bragantino
129,86264,Natanael,373,1.6285452258133395,22,13,0,0.12527270967794918,0.07402478299151544,inf,Atlético-GO
130,98909,Cuello,280,2.2314540772077236,39,18,2,0.12396967095598464,0.05721677121045445,19.5,Bragantino
131,97537,Busanello,315,1.1128499222411659,19,9,0,0.12364999136012954,0.05857104853900873,inf,Chapecoense
132,110607,Gabriel Pirani,277,1.8492637760422879,26,15,3,0.12328425173615253,0.0711255298477803,8.666666666666666,Santos
133,78867,Rafael Gava,1371,1.473475874967832,17,12,1,0.12278965624731934,0.086675051468696,17.0,Cuiabá
134,107744,Praxedes,280,1.3408171582461537,15,11,2,0.12189246893146852,0.08938781054974358,7.5,Bragantino
135,81798,Rossi,265,1.3325963020204004,16,11,1,0.12114511836549094,0.08328726887627502,16.0,Bahia
136,71937,Juninho Valoura,327,1.1915165094534819,18,10,2,0.11915165094534819,0.06619536163630454,9.0,América-MG
137,104521,Vinícius Zanocelo,277,0.9501401038149533,12,8,0,0.11876751297686916,0.07917834198457945,inf,Santos
138,104250,João Victor,264,1.067286693777209,10,9,0,0.11858741041968988,0.1067286693777209,inf,Corinthians
139,107172,Patrick de Paula,275,1.1673009236598162,14,10,0,0.11673009236598161,0.08337863740427258,inf,Palmeiras
140,94894,Capixaba,286,1.2805315367149652,16,11,0,0.11641195788317865,0.08003322104468533,inf,Juventude
141,101727,Matheuzinho,262,1.0457639013688609,13,9,0,0.11619598904098455,0.08044337702837391,inf,Flamengo
142,100084,Igor Gomes,276,1.506624816475875,16,13,2,0.11589421665199039,0.0941640510297422,8.0,São Paulo
143,103767,Gabriel Menino,275,0.9241051233607284,13,8,2,0.11551314042009105,0.0710850094892868,6.5,Palmeiras
144,107498,André,266,0.9152042799974449,12,8,1,0.11440053499968061,0.07626702333312041,12.0,Fluminense
145,104519,Camilo,1371,0.8944496816148199,10,8,0,0.11180621020185248,0.08944496816148198,inf,Cuiabá
146,104257,João Lucas,1371,0.9997508648883859,13,9,0,0.11108342943204288,0.076903912683722,inf,Cuiabá
147,97245,Janderson,373,1.5494172790276424,23,14,1,0.11067266278768874,0.06736596865337575,23.0,Atlético-GO
148,106826,Danilo Gomes,1371,0.8723406854820822,11,8,0,0.10904258568526028,0.07930369868018929,inf,Cuiabá
149,98832,Jean Pyerre,284,1.2932367609925022,18,12,0,0.10776973008270851,0.07184648672180567,inf,Grêmio
150,88597,Lucas Crispim,356,1.9340384098277343,37,18,1,0.10744657832376302,0.05227130837372255,37.0,Fortaleza
151,86859,José Welison,292,1.928748473999965,32,18,1,0.10715269299999805,0.060273389812498905,32.0,Sport
152,38648,Hernanes,292,0.8550665446302985,15,8,0,0.10688331807878731,0.05700443630868657,inf,Sport
153,107750,Vanderson,284,0.9511753459116346,15,9,2,0.10568614954573717,0.06341168972744231,7.5,Grêmio
154,111406,Vitinho,264,1.050858026184305,17,10,1,0.10508580261843051,0.06181517801084147,17.0,Corinthians
155,86711,Richard,293,1.364285091739479,19,13,1,0.104945007056883,0.07180447851260416,19.0,Athlético-PR
156,106002,Johnny,285,0.8315549280130574,8,8,0,0.10394436600163218,0.10394436600163218,inf,Internacional
157,99440,Baralhas,373,1.331884939684369,16,13,3,0.10245268766802838,0.08324280873027307,5.333333333333333,Atlético-GO
158,78548,Jean Mota,277,1.4267977256811364,29,14,1,0.10191412326293832,0.0491999215752116,29.0,Santos
159,104502,Christian,293,1.3063056894353584,19,13,2,0.1004850530334891,0.0687529310229136,9.5,Athlético-PR
160,91151,Everaldo ,292,0.9631563627081215,15,10,0,0.09631563627081216,0.06421042418054143,inf,Sport
161,97899,Matheus Bahia,265,0.951566875650939,15,10,1,0.0951566875650939,0.0634377917100626,15.0,Bahia
162,101573,Pepê,1371,1.6115726348193653,34,17,2,0.09479839028349207,0.04739919514174604,17.0,Cuiabá
163,70986,Léo Cittadini,293,0.9454673386403408,13,10,0,0.09454673386403409,0.07272825681848775,inf,Athlético-PR
164,89274,Andreas Pereira,262,0.8402231091360636,16,9,2,0.0933581232373404,0.05251394432100397,8.0,Flamengo
165,82455,Zé Rafael,275,1.2101314666256382,15,13,1,0.09308703589427986,0.08067543110837588,15.0,Palmeiras
166,68770,Camacho,277,0.8368688647542948,10,9,0,0.09298542941714387,0.08368688647542948,inf,Santos
167,88427,Marlon,354,1.197422537806958,15,13,0,0.09210942598515062,0.07982816918713054,inf,Ceará
168,82640,Paulinho Moccelin,292,0.9142749389126575,13,10,2,0.09142749389126575,0.07032884145481981,6.5,Sport
169,101715,Alerrandro,280,0.7147939445184265,11,8,4,0.08934924306480331,0.06498126768349331,2.75,Bragantino
170,93797,Marcinho,293,0.7882851071583155,11,9,1,0.08758723412870172,0.07166228246893777,11.0,Athlético-PR
171,92193,Ravanelli,315,0.6941087019891288,17,8,1,0.0867635877486411,0.04082992364641934,17.0,Chapecoense
172,86864,Marlon ,327,0.7752649399707009,14,9,1,0.08614054888563344,0.05537606714076435,14.0,América-MG
173,84428,Fernando Sobral,354,1.116870470914995,20,13,0,0.0859131131473073,0.05584352354574975,inf,Ceará
174,109573,Martinelli,266,0.6827846363315516,11,8,0,0.08534807954144395,0.0620713305755956,inf,Fluminense
175,103695,Jadsom Silva,280,0.660720309061305,10,8,1,0.08259003863266312,0.0660720309061305,10.0,Bragantino
176,96652,Allan,282,0.9415168799436024,20,12,0,0.0784597399953002,0.04707584399718012,inf,Atlético-MG
177,91689,Matheus Jussa,356,0.6132378102282919,9,8,0,0.07665472627853649,0.06813753446981022,inf,Fortaleza
178,94968,Juninho Capixaba,265,0.6884561586526313,13,9,0,0.07649512873918125,0.05295816605020241,inf,Bahia
179,71602,João Paulo,327,0.6784626941112477,9,9,1,0.07538474379013864,0.07538474379013864,9.0,América-MG
180,86841,Boschilia,285,0.6613524080026368,13,9,0,0.07348360088918188,0.050873262154048984,inf,Internacional
181,84523,Romarinho,356,0.6500478064421292,10,9,0,0.07222753404912546,0.06500478064421292,inf,Fortaleza
182,91639,Igor Cariús,373,0.6486452401893168,9,9,1,0.07207169335436853,0.07207169335436853,9.0,Atlético-GO
183,82943,Matheus Ribeiro,315,1.0525742391599016,19,15,1,0.07017161594399343,0.05539864416631061,19.0,Chapecoense
184,68808,Nino Paraíba,265,0.7716706463173167,15,11,0,0.07015187693793788,0.05144470975448778,inf,Bahia
185,100761,Liziero,276,0.6260869620246604,12,9,1,0.06956521800274004,0.05217391350205503,12.0,São Paulo
186,106822,Rodrigo Nestor,276,0.6833469720288674,13,11,0,0.06212245200262431,0.05256515169452826,inf,São Paulo
187,90444,Moisés,285,0.48423460207708235,10,8,0,0.060529325259635294,0.048423460207708234,inf,Internacional
188,86686,Tchê Tchê,282,0.7030998644754443,16,12,1,0.05859165537295369,0.043943741529715266,16.0,Atlético-MG
189,42500,Fagner,264,0.5776272208294198,10,10,0,0.057762722082941975,0.057762722082941975,inf,Corinthians
190,70925,Wescley,286,0.5573484464845004,13,10,0,0.05573484464845004,0.04287295742188465,inf,Juventude
