,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Bragantino,Atlético-GO,45.05218511934509,30.940539106987885,24.007271710422174,47.167267519584094,31.72641740207107
1,Bahia,Palmeiras,33.210719547523816,23.816765672508676,42.97234568691165,19.242276799069398,24.0910634431643
2,Flamengo,Juventude,65.58081521691241,21.713349782902515,12.705463988427002,51.81567155122061,15.987217521292473
3,Atlético-MG,Santos,69.44175389837439,21.598317323733003,8.959678145323869,63.411473039497814,17.234380485093777
4,Chapecoense,Athlético-PR,22.874590932438576,23.020998795340773,54.10407361388286,16.317239113443875,33.351669485109284
5,Fortaleza,Grêmio,53.758647410139474,26.797190531559817,19.44412158870425,47.03647058073159,23.400159943428815
6,Corinthians,Fluminense,37.44207826325208,34.6214750517127,27.93644628084599,47.909141472992566,40.5038538480411
7,Internacional,América-MG,46.449303137256784,28.8775289159857,24.673156521476013,42.97617841797343,27.968982277773353
8,São Paulo,Ceará,30.830955105779122,37.91082494286078,31.258219888859312,48.88349357868865,49.234126814509985
9,Cuiabá,Sport,35.37712244757935,41.289676238389426,23.333201285072843,59.838594796115316,49.43251186647629
