,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1555,Lucas Kal,95662,América-MG,ZAG,10.966666666666667,3.5,Flamengo,mandante,2.625,6.795833333333333
1556,Terans,102878,Athlético-PR,MEI,7.5,3.511111111111111,Grêmio,mandante,5.8125,6.65625
1557,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,Bahia,mandante,4.55,6.425000000000001
1558,Róger Guedes,89898,Corinthians,ATA,8.55,6.9,Palmeiras,mandante,4.111111111111111,6.330555555555556
1559,Edenílson,63289,Internacional,MEI,7.75,4.745454545454546,Bahia,mandante,4.55,6.15
1560,Giuliano,51548,Corinthians,MEI,7.633333333333333,1.75,Palmeiras,mandante,4.111111111111111,5.872222222222222
1561,Matheus Peixoto,87098,Juventude,ATA,7.7142857142857135,5.319999999999999,Santos,mandante,4.0,5.857142857142857
1562,Ricardo Bueno,69141,Juventude,ATA,7.633333333333333,10.466666666666667,Santos,mandante,4.0,5.816666666666666
1563,Renato Augusto,38398,Corinthians,MEI,7.133333333333333,1.65,Palmeiras,mandante,4.111111111111111,5.622222222222222
1564,Adson,111682,Corinthians,MEI,7.066666666666666,3.6999999999999997,Palmeiras,mandante,4.111111111111111,5.588888888888889
1565,Vitinho,101960,Athlético-PR,ATA,4.766666666666667,2.0200000000000005,Grêmio,mandante,5.8125,5.289583333333333
1566,Natanael,86264,Atlético-GO,LAT,5.575,4.3625,Cuiabá,mandante,4.3,4.9375
1567,Sander,86391,Sport,LAT,5.225,2.3666666666666667,Fortaleza,mandante,4.363636363636363,4.7943181818181815
1568,Khellven ,105175,Athlético-PR,LAT,3.766666666666667,0.7333333333333333,Grêmio,mandante,5.8125,4.789583333333334
1569,Christian,104502,Athlético-PR,MEI,3.6666666666666665,-0.29999999999999993,Grêmio,mandante,5.8125,4.739583333333333
1570,António Oliveira,111578,Athlético-PR,TEC,3.6399999999999997,3.005,Grêmio,mandante,5.8125,4.72625
1571,Heitor,104649,Internacional,LAT,4.75,4.0625,Bahia,mandante,4.55,4.65
1572,Matheus Babi,94444,Athlético-PR,ATA,3.3000000000000003,3.075,Grêmio,mandante,5.8125,4.55625
1573,Erick,98022,Athlético-PR,LAT,3.2142857142857144,0.76,Grêmio,mandante,5.8125,4.513392857142858
1574,Nikão,69705,Athlético-PR,MEI,3.1750000000000003,5.819999999999999,Grêmio,mandante,5.8125,4.49375
1575,Diego Aguirre,73766,Internacional,TEC,4.3966666666666665,4.626666666666668,Bahia,mandante,4.55,4.473333333333333
1576,Marcelo,114132,Sport,ZAG,4.5,0.0,Fortaleza,mandante,4.363636363636363,4.431818181818182
1577,Bruno Méndez,103700,Internacional,ZAG,4.2,5.433333333333334,Bahia,mandante,4.55,4.375
1578,Maílson,98034,Sport,GOL,4.375,4.545454545454546,Fortaleza,mandante,4.363636363636363,4.369318181818182
1579,Hernanes,38648,Sport,MEI,0.0,0.0,Fortaleza,mandante,4.363636363636363,4.363636363636363
1580,Abner Vinícius,104513,Athlético-PR,LAT,2.9142857142857146,1.2833333333333334,Grêmio,mandante,5.8125,4.363392857142857
1581,Bissoli,100762,Athlético-PR,ATA,2.9,4.300000000000001,Grêmio,mandante,5.8125,4.35625
1582,Thiago Heleno,38394,Athlético-PR,ZAG,2.888888888888889,1.8833333333333329,Grêmio,mandante,5.8125,4.350694444444445
1583,Marlon ,86864,América-MG,LAT,5.925,3.1,Flamengo,mandante,2.625,4.275
1584,Paulo Autuori,36943,Athlético-PR,TEC,2.69,0.0,Grêmio,mandante,5.8125,4.25125
1585,Jô,38138,Corinthians,ATA,4.388888888888889,4.4,Palmeiras,mandante,4.111111111111111,4.25
