,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Internacional,64.365,1,69.92666666666666,2,63.10999999999999,1
1,Atlético-MG,62.673333333333325,2,72.19833333333334,1,46.02,7
2,Flamengo,56.18333333333334,3,58.30333333333332,3,59.25666666666667,2
3,América-MG,55.63666666666666,4,53.89166666666666,5,48.400000000000006,4
4,Athlético-PR,46.345,5,41.72666666666667,9,31.81833333333333,18
5,Fluminense,44.74666666666667,6,46.11000000000001,7,34.63833333333333,15
6,Grêmio,44.43666666666666,7,50.52833333333333,6,32.52833333333333,17
7,Bahia,42.94499999999999,8,35.27166666666667,13,37.42333333333333,13
8,Atlético-GO,42.855,9,33.345,17,54.526666666666664,3
9,Ceará,42.78333333333334,10,55.79999999999999,4,34.62,16
10,Palmeiras,41.30833333333333,11,33.50833333333333,16,47.03666666666667,5
11,Sport,41.10999999999999,12,40.81999999999999,10,44.30833333333334,10
12,Corinthians,40.855,13,45.81833333333333,8,44.400000000000006,9
13,Santos,38.818333333333335,14,37.21833333333333,12,37.83833333333334,12
14,Bragantino,36.52833333333333,15,34.14666666666667,15,45.345,8
15,Juventude,36.438333333333325,16,37.565,11,26.400000000000002,20
16,Fortaleza,34.32833333333333,17,31.965,18,46.94499999999999,6
17,Chapecoense,34.23666666666667,18,28.181666666666672,20,36.545,14
18,Cuiabá,31.691666666666666,19,31.27333333333333,19,42.6,11
19,São Paulo,30.32833333333333,20,34.565,14,30.944999999999997,19
