,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,{},82792,25,280,6,7,6.56,13.8,0.54,4.22,23,mauricio-barbieri,Maurício Barbieri,M. Barbieri,Maurício Nogueira Barbieri,https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,Provável
1,"{'A': 6, 'CA': 2, 'CV': 1, 'DS': 19, 'FC': 13, 'FD': 14, 'FF': 21, 'FS': 31, 'G': 7, 'PI': 162}",95799,25,280,5,7,16.4,17.46,1.06,6.12,20,artur,Artur,Artur,Artur Victor Guimarães,https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png,Provável
2,"{'CA': 3, 'DE': 72, 'DP': 1, 'DS': 1, 'FS': 2, 'GS': 19, 'SG': 11}",71571,25,373,1,7,6.0,17.54,0.66,5.05,22,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,https://s.glbimg.com/es/sde/f/2021/04/20/88ab80496dcd025f8e23875c60ede171_FORMATO.png,Provável
3,"{'CA': 2, 'DS': 71, 'FC': 23, 'FD': 6, 'FF': 2, 'FS': 28, 'I': 1, 'PI': 230, 'SG': 6}",42500,25,264,2,7,0.6,11.41,-0.78,3.68,23,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2021/08/06/1dbfc9287c7d5ed6dcd220b9228fc055_FORMATO.png,Provável
4,"{'DE': 34, 'FS': 5, 'GS': 15, 'SG': 4}",71631,25,275,1,6,0.0,14.76,0.0,3.46,12,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/30/33d63334ddcba3f0e0150bb2c5aadd75_FORMATO.png,Nulo
5,"{'A': 2, 'CA': 1, 'DS': 53, 'FC': 18, 'FD': 1, 'FF': 2, 'FS': 11, 'I': 2, 'PI': 115, 'SG': 8}",38750,25,262,2,7,5.5,9.11,-0.2,4.89,18,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2021/05/01/d86e6ac0aeabadf61f4625bb2f705863_FORMATO.png,Provável
6,"{'A': 2, 'CA': 2, 'DS': 23, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 5, 'PI': 73, 'SG': 3}",97867,25,280,3,7,0.0,7.39,-1.06,2.45,15,leo-ortiz,Léo Ortiz,L. Ortiz,Leonardo Rech Ortiz,https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png,Provável
7,"{'CA': 2, 'DE': 74, 'FS': 6, 'GS': 22, 'SG': 5}",93882,25,280,1,7,3.5,9.1,0.34,3.79,20,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png,Provável
8,"{'A': 1, 'DS': 20, 'FC': 9, 'FD': 1, 'FF': 1, 'FS': 14, 'PC': 1, 'PI': 105, 'SG': 4}",87225,25,293,3,7,3.3,7.7,-0.19,2.1,18,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Provável
9,"{'A': 3, 'CA': 2, 'DS': 19, 'FC': 18, 'FD': 1, 'FF': 4, 'FS': 33, 'G': 1, 'PI': 188, 'SG': 7}",38229,25,264,2,7,3.2,10.58,-0.66,3.01,22,fabio-santos,Fábio Santos,F. Santos,Fábio Santos Romeu,https://s.glbimg.com/es/sde/f/2021/08/06/cc510671e18768fd48ef8d0f7c4714db_FORMATO.png,Provável
10,"{'CA': 1, 'DS': 19, 'FC': 6, 'FD': 3, 'FF': 4, 'FS': 6, 'I': 1, 'PI': 31, 'PS': 1, 'SG': 4}",72359,25,354,3,7,3.2,6.84,-0.19,4.58,9,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio Anacleto Leandro,https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png,Provável
11,"{'A': 2, 'CA': 4, 'DS': 12, 'FC': 31, 'FD': 8, 'FF': 23, 'FS': 27, 'G': 9, 'I': 5, 'PI': 83}",61188,25,265,5,7,13.6,15.26,1.57,4.6,22,gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,https://s.glbimg.com/es/sde/f/2021/04/19/084597dfc92b63b3485d5ed7b75cdfa6_FORMATO.png,Provável
12,"{'A': 1, 'CA': 5, 'DS': 10, 'FC': 5, 'FD': 10, 'FF': 18, 'FS': 23, 'G': 2, 'I': 2, 'PI': 131}",71162,25,354,4,7,2.7,10.81,-0.06,2.01,21,vina,Vina,Vina,Vinícius Goes Barbosa de Souza,https://s.glbimg.com/es/sde/f/2021/06/02/03a9bd95b9964e9fa07bbf7412a7a03c_FORMATO.png,Provável
13,{},39850,25,327,6,7,3.12,7.32,-0.05,3.9,19,vagner-mancini,Vagner Mancini,V. Mancini,Vagner Carmo Mancini,https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,Provável
14,"{'CA': 2, 'CV': 1, 'DS': 21, 'FC': 10, 'FD': 2, 'FF': 4, 'FS': 10, 'G': 1, 'PI': 75, 'SG': 4}",38394,25,293,3,7,0.6,8.64,-0.19,2.25,17,thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Provável
15,"{'A': 3, 'CA': 4, 'DS': 26, 'FC': 18, 'FD': 8, 'FF': 11, 'FS': 23, 'FT': 1, 'G': 3, 'I': 2, 'PI': 126}",102598,25,280,5,6,1.3,12.46,0.05,3.37,20,helinho,Helinho,Helinho,Hélio Júnio Nunes de Castro,https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png,Nulo
16,"{'A': 1, 'CA': 1, 'DS': 11, 'FC': 21, 'FD': 9, 'FF': 9, 'FS': 28, 'FT': 3, 'G': 3, 'I': 2, 'PI': 120, 'PP': 1}",61033,25,265,4,6,-0.1,5.73,-0.25,2.35,22,rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Eduardo Costa Marinho,https://s.glbimg.com/es/sde/f/2021/04/19/d6687890f987db8ea2113e45c58584f1_FORMATO.png,Nulo
17,"{'A': 1, 'CA': 3, 'DS': 19, 'FC': 13, 'FD': 3, 'FF': 4, 'FS': 2, 'FT': 1, 'I': 1, 'PI': 60, 'SG': 7}",68923,25,264,3,7,1.6,6.34,0.23,2.22,23,gil,Gil,Gil,Carlos Gilberto do Nascimento Silva,https://s.glbimg.com/es/sde/f/2021/08/06/4139875768caeb6b0b660c71a65008f5_FORMATO.png,Provável
18,{},37245,25,265,6,7,7.09,9.69,0.44,3.73,19,guto-ferreira,Guto Ferreira,G. Ferreira,Augusto Sérgio Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/7b5d614f3eafc2e2e12922930cd3590e_FORMATO.png,Provável
19,"{'A': 2, 'CV': 1, 'DS': 6, 'FC': 7, 'FD': 3, 'FF': 8, 'FS': 3, 'FT': 1, 'G': 2, 'I': 2, 'PI': 26}",69102,25,282,5,5,0.0,6.67,0.0,4.3,8,vargas,Vargas,Vargas,Eduardo Jesús Vargas Rojas,https://s.glbimg.com/es/sde/f/2021/04/23/d29b68b56d66316606b2224987ab6846_FORMATO.png,Contundido
20,"{'CA': 1, 'DE': 15, 'GS': 7, 'SG': 1}",78584,25,286,1,7,0.0,4.83,-0.23,2.2,5,douglas-friedrich,Douglas Friedrich,D. Friedrich,Douglas Alan Schuck Friedrich,https://s.glbimg.com/es/sde/f/2021/07/01/4d71bac1913eb8c0a90d47f3cdcde3c8_FORMATO.png,Provável
