,clube,ranking_clube,fase
0,Fluminense,7,73.33
1,Atlético-MG,1,73.33
2,Internacional,9,73.33
3,Corinthians,6,73.33
4,América-MG,17,66.67
5,São Paulo,16,66.67
6,Flamengo,3,66.67
7,Cuiabá,8,66.67
8,Grêmio,18,60.0
9,Atlético-GO,10,46.67
10,Chapecoense,20,40.0
11,Bragantino,5,33.33
12,Juventude,14,26.67
13,Bahia,15,26.67
14,Santos,13,20.0
15,Fortaleza,4,20.0
16,Palmeiras,2,20.0
17,Sport,19,13.33
18,Ceará,12,13.33
19,Athlético-PR,11,6.67
