,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1250,Sander,86391,Sport,LAT,15.4,0.8333333333333331,Ceará,mandante,5.75,10.575
1251,Gabriel Chapecó,112616,Grêmio,GOL,9.666666666666666,4.5,América-MG,mandante,6.3,7.9833333333333325
1252,Jenison,71505,Cuiabá,ATA,10.4,4.9,Corinthians,mandante,4.916666666666667,7.658333333333333
1253,Bruno Henrique,90285,Flamengo,ATA,9.5,1.5999999999999999,São Paulo,mandante,5.333333333333333,7.416666666666666
1254,Viña,98974,Palmeiras,LAT,9.1,2.1,Fluminense,mandante,5.083333333333333,7.091666666666667
1255,Fernando Henrique,107800,Grêmio,MEI,7.5,1.7,América-MG,mandante,6.3,6.9
1256,Raphael Veiga,94509,Palmeiras,MEI,8.166666666666666,3.1999999999999997,Fluminense,mandante,5.083333333333333,6.625
1257,Gustavo Scarpa,87999,Palmeiras,MEI,8.133333333333333,5.7,Fluminense,mandante,5.083333333333333,6.6083333333333325
1258,Luiz Felipe Scolari,43618,Grêmio,TEC,6.75,4.53,América-MG,mandante,6.3,6.525
1259,Terans,102878,Athlético-PR,MEI,8.02,3.5799999999999996,Internacional,mandante,4.416666666666667,6.218333333333334
1260,Gustavo Gómez,71684,Palmeiras,ZAG,6.8,3.5500000000000003,Fluminense,mandante,5.083333333333333,5.941666666666666
1261,Khellven ,105175,Athlético-PR,LAT,7.45,1.4,Internacional,mandante,4.416666666666667,5.933333333333334
1262,Isla,69345,Flamengo,LAT,6.5,6.25,São Paulo,mandante,5.333333333333333,5.916666666666666
1263,Pedro,94583,Flamengo,ATA,6.5,5.9,São Paulo,mandante,5.333333333333333,5.916666666666666
1264,Paulo Miranda,68817,Grêmio,ZAG,5.4,1.3,América-MG,mandante,6.3,5.85
1265,Willian,42116,Palmeiras,ATA,6.525,1.35,Fluminense,mandante,5.083333333333333,5.804166666666667
1266,Kannemann,87342,Grêmio,ZAG,5.0200000000000005,0.2666666666666666,América-MG,mandante,6.3,5.66
1267,Arrascaeta,87863,Flamengo,MEI,5.95,9.149999999999999,São Paulo,mandante,5.333333333333333,5.641666666666667
1268,Wesley,105811,Palmeiras,ATA,5.95,-1.3333333333333333,Fluminense,mandante,5.083333333333333,5.516666666666667
1269,Rodrigo Muniz,107112,Flamengo,ATA,5.566666666666666,3.4,São Paulo,mandante,5.333333333333333,5.449999999999999
1270,Matheuzinho,101727,Flamengo,LAT,5.54,2.8000000000000003,São Paulo,mandante,5.333333333333333,5.4366666666666665
1271,Ryan Luka,113667,Flamengo,ATA,0.0,0.0,São Paulo,mandante,5.333333333333333,5.333333333333333
1272,Rogério Ceni,97341,Flamengo,TEC,5.284000000000001,4.343333333333333,São Paulo,mandante,5.333333333333333,5.308666666666667
1273,Rodrigo Caio,73800,Flamengo,ZAG,5.0600000000000005,6.3,São Paulo,mandante,5.333333333333333,5.196666666666667
1274,Rafinha,38144,Grêmio,LAT,3.9599999999999995,-1.1333333333333335,América-MG,mandante,6.3,5.13
1275,Ferreira,101290,Grêmio,ATA,3.9599999999999995,4.6000000000000005,América-MG,mandante,6.3,5.13
1276,Maílson,98034,Sport,GOL,4.5,3.4285714285714284,Ceará,mandante,5.75,5.125
1277,Savarino,98672,Atlético-MG,ATA,8.533333333333333,3.8,Bahia,mandante,1.7,5.116666666666666
1278,Dudu,68920,Palmeiras,ATA,0.0,0.2,Fluminense,mandante,5.083333333333333,5.083333333333333
1279,Breno Lopes,93988,Palmeiras,ATA,5.05,6.12,Fluminense,mandante,5.083333333333333,5.066666666666666
1280,Gerson,89256,Flamengo,MEI,4.800000000000001,0.0,São Paulo,mandante,5.333333333333333,5.066666666666666
1281,Danilo Barbosa,86777,Palmeiras,MEI,5.0,3.1333333333333333,Fluminense,mandante,5.083333333333333,5.041666666666666
1282,Abel Ferreira,110506,Palmeiras,TEC,4.993333333333333,4.8,Fluminense,mandante,5.083333333333333,5.038333333333333
1283,Pedro Geromel,80853,Grêmio,ZAG,3.7600000000000002,3.0200000000000005,América-MG,mandante,6.3,5.03
1284,Michael,99392,Flamengo,ATA,4.716666666666666,1.65,São Paulo,mandante,5.333333333333333,5.0249999999999995
1285,Jean Mota,78548,Santos,MEI,8.28,1.6199999999999999,Atlético-GO,mandante,1.6,4.9399999999999995
1286,Anderson Conceição,71618,Cuiabá,ZAG,0.0,0.9,Corinthians,mandante,4.916666666666667,4.916666666666667
1287,Daniel Guedes ,88225,Fortaleza,LAT,9.2,-0.5,Bragantino,mandante,0.5833333333333334,4.891666666666667
1288,Elton,38588,Cuiabá,ATA,4.85,3.9200000000000004,Corinthians,mandante,4.916666666666667,4.883333333333333
1289,Clayson,83817,Cuiabá,ATA,4.833333333333333,1.0,Corinthians,mandante,4.916666666666667,4.875
1290,Diogo Barbosa,70916,Grêmio,LAT,3.4000000000000004,0.024999999999999994,América-MG,mandante,6.3,4.85
1291,Gustavo Henrique,78248,Flamengo,ZAG,4.3,3.25,São Paulo,mandante,5.333333333333333,4.816666666666666
1292,Tiago Nunes,98057,Grêmio,TEC,3.283333333333333,2.1033333333333335,América-MG,mandante,6.3,4.791666666666666
1293,Nacho Fernández,94916,Atlético-MG,MEI,7.866666666666667,4.95,Bahia,mandante,1.7,4.783333333333333
1294,Matheus Henrique,100742,Grêmio,MEI,3.2,1.65,América-MG,mandante,6.3,4.75
1295,Éderson,103099,Fortaleza,MEI,8.719999999999999,5.916666666666667,Bragantino,mandante,0.5833333333333334,4.651666666666666
1296,Jonathan Cafu,78580,Cuiabá,ATA,4.366666666666667,0.5666666666666665,Corinthians,mandante,4.916666666666667,4.6416666666666675
1297,Luiz Adriano,72772,Palmeiras,ATA,4.1499999999999995,0.85,Fluminense,mandante,5.083333333333333,4.616666666666666
1298,João Paulo,85425,Santos,GOL,7.5,0.8,Atlético-GO,mandante,1.6,4.55
1299,Lucas Silva,79701,Grêmio,MEI,2.8,0.2,América-MG,mandante,6.3,4.55
1300,Diego Alves,38509,Flamengo,GOL,3.75,4.5,São Paulo,mandante,5.333333333333333,4.541666666666666
1301,Iago Maidana,89226,Sport,ZAG,3.3,-2.6999999999999997,Ceará,mandante,5.75,4.525
1302,Marinho,68952,Santos,ATA,7.425,6.0,Atlético-GO,mandante,1.6,4.5125
1303,Diego Souza,68911,Grêmio,ATA,2.7,0.7249999999999999,América-MG,mandante,6.3,4.5
1304,Matheus Babi,94444,Athlético-PR,ATA,4.5600000000000005,3.075,Internacional,mandante,4.416666666666667,4.488333333333333
1305,Gabriel Menino,103767,Palmeiras,MEI,3.8000000000000003,2.46,Fluminense,mandante,5.083333333333333,4.441666666666666
1306,Thiago Heleno,38394,Athlético-PR,ZAG,4.4399999999999995,2.3499999999999996,Internacional,mandante,4.416666666666667,4.428333333333333
1307,Christian,104502,Athlético-PR,MEI,4.42,0.5250000000000001,Internacional,mandante,4.416666666666667,4.418333333333333
1308,Léo Pereira,106681,Grêmio,ATA,2.533333333333333,0.6000000000000001,América-MG,mandante,6.3,4.416666666666666
1309,Willian Arão,78478,Flamengo,ZAG,3.483333333333333,6.15,São Paulo,mandante,5.333333333333333,4.408333333333333
1310,Brenno,100830,Grêmio,GOL,2.5,1.0,América-MG,mandante,6.3,4.4
1311,Hulk,39148,Atlético-MG,ATA,7.06,7.485714285714286,Bahia,mandante,1.7,4.38
1312,Vitinho,101960,Athlético-PR,ATA,4.34,2.0200000000000005,Internacional,mandante,4.416666666666667,4.378333333333334
1313,Nikão,69705,Athlético-PR,MEI,4.333333333333333,7.199999999999999,Internacional,mandante,4.416666666666667,4.375
1314,Renê,78445,Flamengo,LAT,3.4000000000000004,4.4,São Paulo,mandante,5.333333333333333,4.366666666666667
1315,Igor Torres,110303,Fortaleza,ATA,8.0,2.9749999999999996,Bragantino,mandante,0.5833333333333334,4.291666666666667
