,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Bahia,64.69,1,55.089999999999996,5,45.49,6
1,Flamengo,64.455,2,70.31,1,48.80166666666667,3
2,Palmeiras,63.09,3,49.47166666666667,11,55.41833333333332,1
3,Atlético-MG,54.89166666666667,4,66.11000000000001,2,47.71000000000001,5
4,Bragantino,49.52666666666667,5,38.728333333333325,18,47.781666666666666,4
5,Sport,49.49,6,54.089999999999996,6,31.81833333333333,16
6,América-MG,49.1,7,63.655,4,50.48166666666666,2
7,Fluminense,47.599999999999994,8,50.291666666666664,10,39.654999999999994,10
8,Internacional,45.56333333333333,9,65.145,3,38.001666666666665,11
9,Santos,45.0,10,33.49,19,41.20166666666666,9
10,Cuiabá,44.19833333333333,11,46.599999999999994,13,31.544999999999998,17
11,Ceará,44.09,12,53.92666666666668,8,35.765,14
12,Corinthians,43.89333333333334,13,54.01833333333334,7,35.11166666666667,15
13,Fortaleza,43.31,14,46.11000000000001,14,37.61833333333333,12
14,Juventude,37.29333333333333,15,44.474999999999994,15,29.765000000000004,18
15,Atlético-GO,37.163333333333334,16,48.05500000000001,12,41.32666666666666,8
16,São Paulo,37.03333333333333,17,50.833333333333336,9,26.744999999999994,19
17,Athlético-PR,34.31,18,42.23500000000001,16,44.528333333333336,7
18,Chapecoense,29.201666666666668,19,29.055000000000003,20,36.00000000000001,13
19,Grêmio,17.400000000000002,20,41.03666666666667,17,23.691666666666663,20
