,clube,xG_mean,xG_total
0,Palmeiras,1.4731576453929824,35.355783489431595
1,América-MG,1.3969854788778644,34.92463697194662
2,Fortaleza,1.3619653121178683,34.0491328029467
3,Flamengo,1.4307625980545453,32.907539755254525
4,Atlético-MG,1.3724198228174287,31.565655924800883
5,Ceará,1.2119346281412713,30.298365703531775
6,Internacional,1.224891372106169,29.39739293054804
7,Bahia,1.166736455551398,29.168411388784957
8,Grêmio,1.1781460960409544,28.275506304982883
9,Bragantino,1.1020615725186376,27.55153931296595
10,Santos,1.0834789325759402,27.086973314398517
11,Athlético-PR,1.1254507949629884,27.010819079111716
12,Chapecoense,1.0845777610379086,26.02986626490978
13,São Paulo,1.0682955241445746,25.639092579469803
14,Sport,0.9827482466217359,25.55145441216514
15,Fluminense,1.0123587145160184,25.308967862900452
16,Cuiabá,0.9154224034084699,23.800982488620225
17,Atlético-GO,0.9423928022443312,23.559820056108276
18,Corinthians,0.9751597891184729,23.403834938843346
19,Juventude,0.941698762685894,22.600770304461463
20,,0.04642274641334376,0.04642274641334376
