,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,,87999,9,275,4,7,0,15.22,2.2,7.24,9,gustavo-scarpa,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,https://s.glbimg.com/es/sde/f/2021/04/30/e594285e6781941b0f08b58d66d6669e_FORMATO.png,Provável
1,,102598,9,280,5,7,0,14.33,0.0,6.14,7,helinho,Helinho,Helinho,Hélio Júnio Nunes de Castro,https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png,Provável
2,,86970,9,327,3,7,0,4.56,2.17,2.65,8,eduardo-bauermann,Eduardo Bauermann,E. Bauermann,Eduardo Gabriel dos Santos Bauermann,https://s.glbimg.com/es/sde/f/2021/06/04/5330493982418596b1d0c0c44cff10eb_FORMATO.png,Provável
3,,107110,9,280,3,7,0,5.64,-0.5,1.76,7,natan,Natan,Natan,Natan Bernardo de Souza,https://s.glbimg.com/es/sde/f/2021/04/20/e89bd50dc5429e8da6e18e1d5582817e_FORMATO.png,Provável
4,,88597,9,356,4,7,0,6.9,0.43,4.07,6,lucas-crispim,Lucas Crispim,L. Crispim,Lucas de Figueiredo Crispim,https://s.glbimg.com/es/sde/f/2021/04/26/6158b01295851dcec7cd9775c70d99b7_FORMATO.png,Provável
5,,71602,9,327,2,7,0,7.69,2.8,4.5,5,joao-paulo,João Paulo,J. Paulo,João Paulo Gomes da Costa,https://s.glbimg.com/es/sde/f/2021/06/04/71c98de1e3ed4f97ef1a68c10b697126_FORMATO.png,Provável
6,,92696,9,293,5,6,0,6.17,0.0,0.53,6,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,https://s.glbimg.com/es/sde/f/2021/05/02/6f855c82dac6b57f92d9201fff45aef8_FORMATO.png,Nulo
7,,93550,9,276,4,7,0,7.92,0.74,2.9,5,benitez,Benítez,Benítez,Martín Nicolás Benítez,https://s.glbimg.com/es/sde/f/2021/04/07/7dffa59290f8151614a6d7e9a86db08c_FORMATO.png,Provável
8,,38750,9,262,2,7,0,7.26,-0.46,4.01,7,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2021/05/01/d86e6ac0aeabadf61f4625bb2f705863_FORMATO.png,Provável
9,,80076,9,373,5,6,0,7.71,-0.41,0.96,8,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,https://s.glbimg.com/es/sde/f/2021/04/20/c2fbbd910eaadd1b3c8bebd0f5fc57bb_FORMATO.png,Nulo
10,,71631,9,275,1,6,0,18.45,0.0,6.5,1,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/30/33d63334ddcba3f0e0150bb2c5aadd75_FORMATO.png,Nulo
11,,71571,9,373,1,7,0,18.64,1.45,6.0,8,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,https://s.glbimg.com/es/sde/f/2021/04/20/88ab80496dcd025f8e23875c60ede171_FORMATO.png,Provável
12,,80287,9,276,5,5,0,8.36,0.0,0.88,5,luciano,Luciano,Luciano,Luciano da Rocha Neves,https://s.glbimg.com/es/sde/f/2021/05/01/960732cf5147a9053097293f6972b1d6_FORMATO.png,Contundido
13,,42500,9,264,2,7,0,12.23,0.26,4.46,9,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png,Provável
14,,87225,9,293,3,6,0,8.26,0.26,2.75,7,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Nulo
15,,38394,9,293,3,6,0,10.13,0.19,3.53,8,thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Nulo
16,,89493,9,282,3,7,0,5.14,1.09,2.72,5,igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,https://s.glbimg.com/es/sde/f/2021/05/02/a3c5d8522641cc6e0c6c72d9dbcc14fd_FORMATO.png,Provável
17,,86264,9,373,2,7,0,13.3,0.0,6.39,7,natanael,Natanael,Natanael,Natanael Batista Pimenta,https://s.glbimg.com/es/sde/f/2021/05/01/8d7a42fcd53a8f290188c60783071a94_FORMATO.png,Provável
18,,72294,9,282,1,7,0,11.7,1.69,3.89,9,everson,Everson,Everson,Everson Felipe Marques Pires,https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png,Provável
19,,70360,9,282,5,6,0,4.97,-0.82,0.95,2,eduardo-sasha,Eduardo Sasha,E. Sasha,Eduardo Colcenti Antunes,https://s.glbimg.com/es/sde/f/2021/04/23/c4219f6ceb958aef5f871e8ecf08b6a5_FORMATO.png,Nulo
20,,70323,9,1371,6,7,0,3.0,0.0,0.0,0,jorginho,Jorginho,Jorginho,Jorge Amorim de Oliveira Campos,https://s.glbimg.com/es/sde/f/2021/04/27/ed89bb6662d329721f0b34029b57a978_FORMATO.png,Provável
