,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,74.92666666666666,1,71.74499999999999,1,60.836666666666666,1
1,Palmeiras,66.055,2,59.49000000000001,3,42.855,7
2,América-MG,59.309999999999995,3,58.345,4,50.626666666666665,2
3,Atlético-MG,59.27333333333333,4,62.91,2,47.71,3
4,Bahia,53.19999999999999,5,55.089999999999996,9,46.4,4
5,Santos,52.32666666666666,6,40.61666666666667,18,42.964999999999996,6
6,Ceará,47.525,7,55.87166666666667,7,32.654999999999994,15
7,Fluminense,45.836666666666666,8,49.40166666666667,10,39.654999999999994,8
8,Corinthians,43.96666666666667,9,57.81833333333333,5,31.33,17
9,Juventude,43.94833333333333,10,43.73,14,36.656666666666666,10
10,Cuiabá,43.39833333333333,11,46.6,12,35.49,14
11,Sport,43.326666666666675,12,55.29,8,29.965000000000003,18
12,Bragantino,42.800000000000004,13,47.89166666666666,11,37.781666666666666,9
13,Athlético-PR,35.87333333333334,14,37.92666666666667,19,45.473333333333336,5
14,Fortaleza,35.71,15,43.25666666666666,15,36.455,11
15,Atlético-GO,35.526666666666664,16,46.181666666666665,13,32.199999999999996,16
16,São Paulo,33.345000000000006,17,41.85166666666667,16,16.89166666666667,19
17,Internacional,31.09166666666667,18,56.345,6,35.875,13
18,Chapecoense,24.765,19,30.00166666666667,20,36.00000000000001,12
19,Grêmio,23.90833333333333,20,41.03666666666667,17,16.526666666666667,20
