,next_rodada_id,mandante,visitante,xG_mandante,xG_visitante,percent_mandante,percent_visitante,percent_empate,percent_sg_mandante,percent_sg_visitante,percent_sg_empate,sg_mandante_total,sg_visitante_total
0,15,Internacional,Vasco,1.4437396344728768,0.5761641346694281,59.01,14.88,26.11,43.48,10.48,12.71,56.19,23.19
1,15,São Paulo,Bragantino,1.0835064429501515,0.6762000006468345,45.62,22.75,31.64,34.17,16.59,16.75,50.92,33.34
2,15,Fortaleza,Fluminense,0.9745370335876942,0.7591678769482921,39.62,27.26,33.13,29.32,20.09,17.84,47.16,37.93
3,15,Juventude,Grêmio,1.4906663421619064,0.8012474394248177,53.57,20.17,26.26,35.02,12.5,9.91,44.93000000000001,22.41
4,15,Palmeiras,Bahia,1.615765153097787,0.8142724091719304,56.32,18.65,25.04,35.8,10.8,8.74,44.54,19.54
5,15,Cruzeiro,Corinthians,2.0001321847417524,0.8212264391327544,64.53,14.92,20.54,38.06,7.92,6.04,44.1,13.96
6,15,Flamengo,Cuiabá,1.5115449845169981,0.8633648397556195,52.98,21.19,25.83,33.64,12.41,9.13,42.77,21.54
7,15,Atlético-GO,Athletico-PR,1.05101899515527,1.0259845797748615,35.93,33.79,30.28,23.36,22.08,12.64,36.0,34.72
8,15,Botafogo,Atlético-MG,1.524187344048793,1.0915136526649198,47.22,27.03,25.75,26.36,14.49,7.45,33.81,21.94
9,15,Vitória,Criciúma,1.3822919351447907,1.3846597954364759,37.3,37.7,25.0,18.87,19.48,6.06,24.93,25.54
